"matchedname","authority","sourceid","uri","GBIF_id"
"Sanicula europaea","L.","iPlant_TNRS","http://www.tropicos.org/Name/1700217","6027128"
"Sansevieria guineensis","(L.) Druce","iPlant_TNRS","http://www.tropicos.org/Name/18403241","2770547"
"Sansevieria hyacinthoides","(L.) Druce","iPlant_TNRS","http://www.tropicos.org/Name/18403241","2770547"
"Sansevieria trifasciata","Prain","iPlant_TNRS","http://www.tropicos.org/Name/18403542","2770610"
"Saponaria officinalis","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300191","3085360"
"Sarcobatus vermiculatus","(Hook.) Torr.","iPlant_TNRS","http://www.tropicos.org/Name/7200276","3083990"
"Sarcostemma cynanchoides","Decne.","iPlant_TNRS","http://www.tropicos.org/Name/2601097","3170432"
"Sasa ramosa","(Makino) Makino","iPlant_TNRS","http://www.tropicos.org/Name/25519579","4127352"
"Sassafras albidum","(Nutt.) Nees","iPlant_TNRS","http://www.tropicos.org/Name/17804221","3034002"
"Satureja hortensis","L.","iPlant_TNRS","http://www.tropicos.org/Name/17600323","2926885"
"Saururus cernuus","L.","iPlant_TNRS","http://www.tropicos.org/Name/29000003","5384932"
"Saxifraga","L.","iPlant_TNRS","http://www.tropicos.org/Name/40030609","2987833"
"Saxifraga oppositifolia","L.","iPlant_TNRS","http://www.tropicos.org/Name/29100089","8353146"
"Saxifraga tridactylites","L.","iPlant_TNRS","http://www.tropicos.org/Name/29100111","3032833"
"Scabiosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/40030659","2888800"
"Scabiosa atropurpurea","L.","iPlant_TNRS","http://www.tropicos.org/Name/11200034","2888805"
"Scaevola taccada","(Gaertn.) Roxb.","iPlant_TNRS","http://www.tropicos.org/Name/14600012","6358362"
"Scaevola sericea","(Gaertn.) Roxb.","iPlant_TNRS","http://www.tropicos.org/Name/14600012","6358362"
"Scandix","L.","iPlant_TNRS","http://www.tropicos.org/Name/40030772","3034232"
"Scandix australis","","iPlant_TNRS","http://www.tropicos.org/Name/1700519","6027018"
"Scandix stellata","Banks & Sol.","iPlant_TNRS","http://www.tropicos.org/Name/1700522","6026954"
"Schefflera actinophylla","(Endl.) Harms","iPlant_TNRS","http://www.tropicos.org/Name/2200870","3038546"
"Centaurium spicatum","(L.) G. Mans.","iPlant_TNRS","http://www.tropicos.org/Name/50277334","5595243"
"Schinus areira","L.","iPlant_TNRS","http://www.tropicos.org/Name/1300781","3661832"
"Schinus molle","L.","iPlant_TNRS","http://www.tropicos.org/Name/1300267","3190642"
"Schinus terebinthifolia","Raddi","iPlant_TNRS","http://www.tropicos.org/Name/1300216","3660419"
"Schinus terebinthifolius","Raddi","iPlant_TNRS","http://www.tropicos.org/Name/100350086","3660419"
"Schismus arabicus","Nees","iPlant_TNRS","http://www.tropicos.org/Name/25511470","2704340"
"Schismus barbatus","(L.) Thell.","iPlant_TNRS","http://www.tropicos.org/Name/25511471","2704341"
"Schizachyrium brevifolium","(Sw.) Nees ex Buse","iPlant_TNRS","http://www.tropicos.org/Name/25509949","8303121"
"Andropogon condensatus","(Kunth) Nees","iPlant_TNRS","http://www.tropicos.org/Name/25514191","2704451"
"Schizachyrium paniculatum","(Kunth) Nees","iPlant_TNRS","http://www.tropicos.org/Name/25514191","2704451"
"Andropogon scoparius","(Michx.) Nash","iPlant_TNRS","http://www.tropicos.org/Name/25516652","2704432"
"Schizostylis coccinea","Backh. & Harv.","iPlant_TNRS","http://www.tropicos.org/Name/16600979","2746008"
"Schkuhria pinnata","(Lam.) Kuntze ex Thell.","iPlant_TNRS","http://www.tropicos.org/Name/2717708","8346536"
"Scirpus articulatus","(L.) Lye","iPlant_TNRS","http://www.tropicos.org/Name/50302634","2710683"
"Schoenoplectus erectus","(Poir.) Lye","iPlant_TNRS","http://www.tropicos.org/Name/50302640","2710749"
"Scirpus hotarui","(Ohwi) J. Jung & H.K. Choi","iPlant_TNRS","http://www.tropicos.org/Name/100375980","5827386"
"Schoenoplectus juncoides","(Roxb.) Lye","iPlant_TNRS","http://www.tropicos.org/Name/50302647","2710716"
"Scirpus lateriflorus","(J.F. Gmel.) Lye","iPlant_TNRS","http://www.tropicos.org/Name/50302649","2710793"
"Scirpus smithii","(A. Gray) Hayasaka","iPlant_TNRS","http://www.tropicos.org/Name/100383171","8196059"
"Scirpus wallichii","(Nees) Lye","iPlant_TNRS","http://www.tropicos.org/Name/50302650","2710783"
"Schoenoplectus","(Rchb.) Palla","iPlant_TNRS","http://www.tropicos.org/Name/40032492","2710907"
"Scirpus acutus","(Muhl. ex Bigelow) Á. Löve & D. Löve","iPlant_TNRS","http://www.tropicos.org/Name/50008918","2710926"
"Schoenoplectus californicus","(C.A. Mey.) Soják","iPlant_TNRS","http://www.tropicos.org/Name/9904887","2711108"
"Scirpus californicus","(C.A. Mey.) Soják","iPlant_TNRS","http://www.tropicos.org/Name/9904887","2711108"
"Schoenoplectus lineolatus","(Franch. & Sav.) T. Koyama","iPlant_TNRS","http://www.tropicos.org/Name/9907406","2711140"
"Scirpus litoralis","(Schrad.) Palla","iPlant_TNRS","http://www.tropicos.org/Name/9906119","2711288"
"Scirpus mucronatus","(L.) Palla","iPlant_TNRS","http://www.tropicos.org/Name/9905826","2711059"
"Scirpus subterminalis","(Torr.) Soják","iPlant_TNRS","http://www.tropicos.org/Name/50056722","2711005"
"Scirpus validus","(Vahl) Á. Löve & D. Löve","iPlant_TNRS","http://www.tropicos.org/Name/9904886","8409535"
"Schotia brachypetala","Sond.","iPlant_TNRS","http://www.tropicos.org/Name/13047925","2959242"
"Schrankia microphylla","(Dryand. ex Sm.) J.F. Macbr.","iPlant_TNRS","http://www.tropicos.org/Name/13006459","5358382"
"Schrankia nuttallii","(DC.) Standl.","iPlant_TNRS","http://www.tropicos.org/Name/13006461","5358399"
"Scilla peruviana","L.","iPlant_TNRS","http://www.tropicos.org/Name/18400328","2767432"
"Scirpus","L.","iPlant_TNRS","http://www.tropicos.org/Name/40033372","2720078"
"Scirpus atrovirens","Willd.","iPlant_TNRS","http://www.tropicos.org/Name/9900094","2720120"
"Scirpus cespitosus","L.","iPlant_TNRS","http://www.tropicos.org/Name/9902011","8334766"
"Scirpus cyperinus","(L.) Kunth","iPlant_TNRS","http://www.tropicos.org/Name/9900408","2720171"
"Scirpus lineatus","Michx.","iPlant_TNRS","http://www.tropicos.org/Name/9903308","2720100"
"Scirpus pedicellatus","Fernald","iPlant_TNRS","http://www.tropicos.org/Name/9902032","2720115"
"Scirpus pendulus","Muhl.","iPlant_TNRS","http://www.tropicos.org/Name/9900420","2720282"
"Scirpus rubricosus","Fernald","iPlant_TNRS","http://www.tropicos.org/Name/9904292","2720192"
"Scirpus sylvaticus","L.","iPlant_TNRS","http://www.tropicos.org/Name/9904659","2720080"
"Scleranthus annuus","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300192","3085894"
"Scleria barteri","Boeckeler","iPlant_TNRS","http://www.tropicos.org/Name/9903612","2712631"
"Scleria melaleuca","Rchb. ex Schltdl. & Cham.","iPlant_TNRS","http://www.tropicos.org/Name/9900860","2712839"
"Sclerochloa dura","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25516190","2704841"
"Sclerolaena bicornis","Lindl.","iPlant_TNRS","http://www.tropicos.org/Name/7202222","7595748"
"Sclerolaena birchii","Domin","iPlant_TNRS","http://www.tropicos.org/Name/7202166","7612956"
"Sclerolaena calcarata","(Ising) A.J. Scott","iPlant_TNRS","http://www.tropicos.org/Name/7202052","8228779"
"Sclerolaena muricata","(Moq.) Domin","iPlant_TNRS","http://www.tropicos.org/Name/7202152","7933495"
"Scolymus hispanicus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2703081","5403742"
"Scolymus maculatus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2710964","5403743"
"Scoparia dulcis","L.","iPlant_TNRS","http://www.tropicos.org/Name/29200205","3171787"
"Scorpiurus muricatus","L.","iPlant_TNRS","http://www.tropicos.org/Name/13054508","5358302"
"Scorzonera laciniata","L.","iPlant_TNRS","http://www.tropicos.org/Name/2701232","7993840"
"Scrophularia auriculata","L.","iPlant_TNRS","http://www.tropicos.org/Name/29200378","3170875"
"Scrophularia lanceolata","Pursh","iPlant_TNRS","http://www.tropicos.org/Name/29201538","3170878"
"Scrophularia marilandica","L.","iPlant_TNRS","http://www.tropicos.org/Name/29201539","3170885"
"Scrophularia nodosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/29200389","3170886"
"Scutellaria galericulata","L.","iPlant_TNRS","http://www.tropicos.org/Name/17600337","2926759"
"Scutellaria lateriflora","L.","iPlant_TNRS","http://www.tropicos.org/Name/17600342","5341325"
"Scutellaria racemosa","Pers.","iPlant_TNRS","http://www.tropicos.org/Name/17602415","5341322"
"Secale cereale","L.","iPlant_TNRS","http://www.tropicos.org/Name/25509953","2705966"
"Sechium edule","(Jacq.) Sw.","iPlant_TNRS","http://www.tropicos.org/Name/9200029","2874612"
"Securigera securidaca","(L.) Dalla Torre","iPlant_TNRS","http://www.tropicos.org/Name/13054536","5349989"
"Sedum acre","L.","iPlant_TNRS","http://www.tropicos.org/Name/8900021","5362007"
"Sedum caespitosum","(Cav.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/8901350","5690491"
"Sedum dendroideum","DC.","iPlant_TNRS","http://www.tropicos.org/Name/8900108","5361995"
"Sedum praealtum","A. DC.","iPlant_TNRS","http://www.tropicos.org/Name/8900151","5362012"
"Sedum reflexum","L.","iPlant_TNRS","http://www.tropicos.org/Name/8900164","8513938"
"Sedum sediforme","Pau","iPlant_TNRS","http://www.tropicos.org/Name/8900058","5688347"
"Sedum sexangulare","L.","iPlant_TNRS","http://www.tropicos.org/Name/8900170","5361991"
"Selaginella","P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/40034882","2688177"
"Selaginella kraussiana","(Kunze) A. Braun","iPlant_TNRS","http://www.tropicos.org/Name/26602878","2688189"
"Selaginella plana","(Desv. ex Poir.) Hieron.","iPlant_TNRS","http://www.tropicos.org/Name/26610867","2688193"
"Selaginella umbrosa","Lem. ex Hieron.","iPlant_TNRS","http://www.tropicos.org/Name/26608564","3710342"
"Selaginella vogelii","Mett.","iPlant_TNRS","http://www.tropicos.org/Name/26613816","7961257"
"Selaginella willdenowii","(Desv. ex Poir.) Baker","iPlant_TNRS","http://www.tropicos.org/Name/26602910","2688226"
"Selago corymbosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/29203283","3734776"
"Selago thunbergii","Choisy","iPlant_TNRS","http://www.tropicos.org/Name/29203400","5561801"
"Deamia","(A. Berger) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/40034944","3084461"
"Selenicereus","(A. Berger) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/40034944","3084461"
"Selenicereus macdonaldiae","(Hook.) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/50137529","7279954"
"Selinum","L.","iPlant_TNRS","http://www.tropicos.org/Name/40035043","5371780"
"Senecio","L.","iPlant_TNRS","http://www.tropicos.org/Name/40035317","3106738"
"Senecio angulatus","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/2703102","4933568"
"Senecio angustifolius","(Thunb.) Willd.","iPlant_TNRS","http://www.tropicos.org/Name/2720749","8043963"
"Senecio articulatus","(Haw.) Sch. Bip.","iPlant_TNRS","http://www.tropicos.org/Name/2720764","3106866"
"Senecio bupleuroides","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2720783","3107122"
"Senecio cantensis","Cabrera","iPlant_TNRS","http://www.tropicos.org/Name/2741343","3107215"
"Senecio citriformis","Rowley","iPlant_TNRS","http://www.tropicos.org/Name/2720810","3107749"
"Senecio cotyledonis","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2720824","3108842"
"Senecio crassiflorus","(Poir.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/2742038","6064623"
"Senecio crassissimus","Humbert","iPlant_TNRS","http://www.tropicos.org/Name/2704211","4238247"
"Senecio decaryi","Humbert","iPlant_TNRS","http://www.tropicos.org/Name/2704212","3108256"
"Senecio deltoideus","Less.","iPlant_TNRS","http://www.tropicos.org/Name/2720840","3106784"
"Senecio elegans","L.","iPlant_TNRS","http://www.tropicos.org/Name/2703127","7819589"
"Senecio longilobus","","iPlant_TNRS","http://www.tropicos.org/Name/50145179","7223015"
"Senecio gallicus","Chaix","iPlant_TNRS","http://www.tropicos.org/Name/2701256","3107896"
"Senecio glastifolius","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/2720901","8419686"
"Senecio gramineus","Harv.","iPlant_TNRS","http://www.tropicos.org/Name/2720907","3108816"
"Senecio grandiflorus","Meyen","iPlant_TNRS","http://www.tropicos.org/Name/2707772","8336087"
"Senecio grandis","Gardner","iPlant_TNRS","http://www.tropicos.org/Name/2707773","3108622"
"Senecio hallianus","G.D. Rowley","iPlant_TNRS","http://www.tropicos.org/Name/2720913","3106904"
"Senecio herreianus","Dinter","iPlant_TNRS","http://www.tropicos.org/Name/2720928","3107117"
"Senecio inaequidens","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2703153","3109086"
"Senecio inornatus","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2720947","3108930"
"Senecio isatideus","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2720955","3108851"
"Senecio jacobaea","L.","iPlant_TNRS","http://www.tropicos.org/Name/2701260","8557945"
"Senecio junceus","(Less.) Harv.","iPlant_TNRS","http://www.tropicos.org/Name/2720959","7998547"
"Senecio juniperinus","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/2720961","3107451"
"Senecio latifolius","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2720974","8329580"
"Senecio burchellii","Poir.","iPlant_TNRS","http://www.tropicos.org/Name/2704141","3107722"
"Senecio madagascariensis","Poir.","iPlant_TNRS","http://www.tropicos.org/Name/2704141","3107722"
"Senecio moorei","R.E. Fr.","iPlant_TNRS","http://www.tropicos.org/Name/2735011","3108410"
"Senecio oligophyllus","Baker","iPlant_TNRS","http://www.tropicos.org/Name/2707949","3108519"
"Senecio oxyriifolius","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2721050","3106967"
"Senecio pterophorus","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2703201","3107177"
"Senecio iosensis","Dinter ex Range","iPlant_TNRS","http://www.tropicos.org/Name/2721105","8272556"
"Senecio retrorsus","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2721125","3107538"
"Senecio riddellii","Torr. & A. Gray","iPlant_TNRS","http://www.tropicos.org/Name/2711022","3108671"
"Senecio rowleyanus","H. Jacobsen","iPlant_TNRS","http://www.tropicos.org/Name/2721142","3107437"
"Senecio leucanthemifolius","Kuntze","iPlant_TNRS","http://www.tropicos.org/Name/2723473","3108861"
"Senecio scandens","Buch.-Ham. ex D. Don","iPlant_TNRS","http://www.tropicos.org/Name/2703208","7985572"
"Senecio serpens","G.D. Rowley","iPlant_TNRS","http://www.tropicos.org/Name/2721162","3109004"
"Senecio squalidus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2718011","3109117"
"Senecio sylvaticus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2703222","3107987"
"Senecio tamoides","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2721196","3107187"
"Senecio triangularis","Hook.","iPlant_TNRS","http://www.tropicos.org/Name/2701291","3108906"
"Senecio consanguineus","Phil.","iPlant_TNRS","http://www.tropicos.org/Name/2708167","3108257"
"Senecio vernalis","Waldst. & Kit.","iPlant_TNRS","http://www.tropicos.org/Name/50038985","6063730"
"Senecio viscosus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2701297","3107855"
"Senecio vulgaris","L.","iPlant_TNRS","http://www.tropicos.org/Name/2701298","3108983"
"Acacia amazonica","(Benth.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303034","3796213"
"Acacia bonariensis","(Gillies ex Hook. & Arn.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303036","3796196"
"Acacia brevispica","(Harms) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/100386418","7642799"
"Acacia galpinii","(Burtt Davy) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/100386419","6710011"
"Acacia gaumeri","(S.F. Blake) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/13006615","3796135"
"Acacia furcatispina","(Steud.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303045","3796132"
"Acacia klugii","(Standl. ex J.F. Macbr.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303049","3796072"
"Acacia laeta","(R. Br. ex Benth.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/100385314","3796062"
"Acacia langsdorffii","(Benth.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303052","3796056"
"Acacia martii","(Benth.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303057","3796006"
"Acacia adhaerens","(Steud.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303058","8255221"
"Acacia monacantha","(Willd.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303063","8380630"
"Acacia nigrescens","(Oliv.) P.J.H. Hurter","iPlant_TNRS","http://www.tropicos.org/Name/50325052","3795961"
"Acacia riparia","(Kunth) Britton","iPlant_TNRS","http://www.tropicos.org/Name/13006656","2978843"
"Acacia rugata","(Lam.) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/13006660","3795863"
"Acacia schweinfurthii","(Brenan & Exell) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/100386434","7831469"
"Acacia paniculata","(L.) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/13006672","2979126"
"Acacia tenuifolia","(L.) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/13006672","2979126"
"Acacia velutina","(DC.) Seigler & Ebinger","iPlant_TNRS","http://www.tropicos.org/Name/50303087","8274253"
"Cassia alata","(L.) Roxb.","iPlant_TNRS","http://www.tropicos.org/Name/13032838","2956947"
"Senna alata","(L.) Roxb.","iPlant_TNRS","http://www.tropicos.org/Name/13032838","2956947"
"Cassia barclayana","(Sweet) Randell","iPlant_TNRS","http://www.tropicos.org/Name/13071421","2956964"
"Senna barclayana","(Sweet) Randell","iPlant_TNRS","http://www.tropicos.org/Name/13071421","2956964"
"Cassia bauhinioides","(A. Gray) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041265","2958096"
"Cassia coluteoides","","iPlant_TNRS","http://www.tropicos.org/Name/13067674","7225425"
"Senna corymbosa","(Lam.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041297","2957431"
"Cassia didymobotrya","(Fresen.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041314","2957556"
"Senna didymobotrya","(Fresen.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041314","2957556"
"Senna hirsuta","(L.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041340","2958100"
"Cassia leptocarpa","(Benth.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041344","2958119"
"Senna multiglandulosa","(Jacq.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041394","2957656"
"Cassia obtusifolia","(L.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041411","2957408"
"Cassia tora","(L.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041411","2957408"
"Senna obtusifolia","(L.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041411","2957408"
"Cassia occidentalis","(L.) Link","iPlant_TNRS","http://www.tropicos.org/Name/13032856","2957966"
"Senna occidentalis","(L.) Link","iPlant_TNRS","http://www.tropicos.org/Name/13032856","2957966"
"Senna pendula","(Humb. & Bonpl. ex Willd.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13041444","2957187"
"Cassia siamea","(Lam.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13048426","2956905"
"Senna siamea","(Lam.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13048426","2956905"
"Cassia surattensis","(Burm. f.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13048425","2958052"
"Senna surattensis","(Burm. f.) H.S. Irwin & Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13048425","2958052"
"Senna tora","(L.) Roxb.","iPlant_TNRS","http://www.tropicos.org/Name/13032871","2957728"
"Sequoia sempervirens","(D. Don) Endl.","iPlant_TNRS","http://www.tropicos.org/Name/31300228","2683909"
"Serenoa repens","(W. Bartram) Small","iPlant_TNRS","http://www.tropicos.org/Name/2400863","2735055"
"Conyza linifolia","(L.) Britton, Sterns & Poggenb.","iPlant_TNRS","http://www.tropicos.org/Name/2725404","7930142"
"Serjania exarata","Radlk.","iPlant_TNRS","http://www.tropicos.org/Name/28600603","5577614"
"Serratula tinctoria","L.","iPlant_TNRS","http://www.tropicos.org/Name/2701309","5388835"
"Melilotus infestus","(Guss.) Kuntze","iPlant_TNRS","http://www.tropicos.org/Name/13060995","3975824"
"Sesamum indicum","L.","iPlant_TNRS","http://www.tropicos.org/Name/24300029","3172622"
"Sesbania bispinosa","(Jacq.) W. Wight","iPlant_TNRS","http://www.tropicos.org/Name/13062283","2970721"
"Sesbania cannabina","(Retz.) Poir.","iPlant_TNRS","http://www.tropicos.org/Name/13032882","2970619"
"Sesbania drummondii","(Rydb.) Cory","iPlant_TNRS","http://www.tropicos.org/Name/13006692","2970712"
"Sesbania grandiflora","(L.) Pers.","iPlant_TNRS","http://www.tropicos.org/Name/13048349","2970672"
"Sesbania exaltata","(Mill.) McVaugh","iPlant_TNRS","http://www.tropicos.org/Name/13069275","2970585"
"Sesbania macrocarpa","(Mill.) McVaugh","iPlant_TNRS","http://www.tropicos.org/Name/13069275","2970585"
"Sesbania punicea","(Cav.) Benth.","iPlant_TNRS","http://www.tropicos.org/Name/13032916","2970728"
"Sesbania sesban","(L.) Fawc. & Rendle","iPlant_TNRS","http://www.tropicos.org/Name/13006707","2970648"
"Sesbania vesicaria","(Jacq.) Elliott","iPlant_TNRS","http://www.tropicos.org/Name/13032927","2976463"
"Sessea brasiliensis","Toledo","iPlant_TNRS","http://www.tropicos.org/Name/29602739","3797121"
"Setaria acromelaena","(Hochst.) T. Durand & Schinz","iPlant_TNRS","http://www.tropicos.org/Name/25548226","5674485"
"Setaria barbata","(Lam.) Kunth","iPlant_TNRS","http://www.tropicos.org/Name/25512490","5289663"
"Setaria faberi","R.A.W. Herrm.","iPlant_TNRS","http://www.tropicos.org/Name/25509957","5289666"
"Panicum flavidum","(Retz.) Veldkamp","iPlant_TNRS","http://www.tropicos.org/Name/25562183","8058520"
"Paspalidium geminatum","(Forssk.) Veldkamp","iPlant_TNRS","http://www.tropicos.org/Name/25562184","4117082"
"Setaria glauca","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509960","5290191"
"Setaria lutescens","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509960","5290191"
"Setaria aequalis","(Steud.) Chiov.","iPlant_TNRS","http://www.tropicos.org/Name/25514596","4116476"
"Setaria homonyma","(Steud.) Chiov.","iPlant_TNRS","http://www.tropicos.org/Name/25514596","4116476"
"Setaria italica","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509961","5289698"
"Setaria incrassata","(Nees) T. Durand & Schinz","iPlant_TNRS","http://www.tropicos.org/Name/25512502","5289690"
"Setaria palmifolia","(J. Koenig) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25509964","2702958"
"Setaria geniculata","(Poir.) Kerguélen","iPlant_TNRS","http://www.tropicos.org/Name/25518410","5289679"
"Setaria gracilis","(Poir.) Kerguélen","iPlant_TNRS","http://www.tropicos.org/Name/25518410","5289679"
"Setaria parviflora","(Poir.) Kerguélen","iPlant_TNRS","http://www.tropicos.org/Name/25518410","5289679"
"Setaria pumila","(Poir.) Roem. & Schult.","iPlant_TNRS","http://www.tropicos.org/Name/25527656","5289693"
"Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","iPlant_TNRS","http://www.tropicos.org/Name/25511500","5289709"
"Setaria poiretiana","Raddi","iPlant_TNRS","http://www.tropicos.org/Name/25521233","5673534"
"Setaria adhaerens","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509966","5289686"
"Setaria verticillata","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509966","5289686"
"Setaria dielsii","Dumort.","iPlant_TNRS","http://www.tropicos.org/Name/50185185","2703015"
"Setaria viridis","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509967","5289684"
"Severinia buxifolia","(Poir.) Ten.","iPlant_TNRS","http://www.tropicos.org/Name/28101350","5592935"
"Shepherdia argentea","(Pursh) Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/11600004","5372429"
"Shepherdia canadensis","(L.) Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/11600005","5372427"
"Sherardia arvensis","L.","iPlant_TNRS","http://www.tropicos.org/Name/27900240","5339050"
"Sida acuta","Burm. f.","iPlant_TNRS","http://www.tropicos.org/Name/19601067","3933670"
"Sida retusa","","iPlant_TNRS","http://www.tropicos.org/Name/19603576","7370304"
"Sida cordifolia","L.","iPlant_TNRS","http://www.tropicos.org/Name/19601073","5406755"
"Sida fallax","Walp.","iPlant_TNRS","http://www.tropicos.org/Name/19601075","5406750"
"Sida alba","L.","iPlant_TNRS","http://www.tropicos.org/Name/19601093","5406735"
"Sida rhombifolia","L.","iPlant_TNRS","http://www.tropicos.org/Name/19601093","5406735"
"Sida angustifolia","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600106","5406741"
"Sida spinosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600106","5406741"
"Sida stipulata","Mill.","iPlant_TNRS","http://www.tropicos.org/Name/19603093","5617180"
"Sideritis montana","L.","iPlant_TNRS","http://www.tropicos.org/Name/17600355","2926688"
"Sideritis romana","L.","iPlant_TNRS","http://www.tropicos.org/Name/17600360","2926687"
"Bumelia lanuginosa","Michx.","iPlant_TNRS","http://www.tropicos.org/Name/50046188","2887069"
"Bumelia lycioides","L.","iPlant_TNRS","http://www.tropicos.org/Name/50046219","2886983"
"Sigesbeckia orientalis","L.","iPlant_TNRS","http://www.tropicos.org/Name/2703241","3125901"
"Sigesbeckia pubescens","(Makino) Makino","iPlant_TNRS","http://www.tropicos.org/Name/2732424","6063463"
"Silene acaulis","(L.) Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/6300199","5384754"
"Silene alba","(Mill.) E.H.L. Krause","iPlant_TNRS","http://www.tropicos.org/Name/6300425","6364057"
"Silene antirrhina","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300202","5384747"
"Silene apetala","Willd.","iPlant_TNRS","http://www.tropicos.org/Name/6300431","6363958"
"Silene armeria","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300203","8047232"
"Silene caroliniana","Walter","iPlant_TNRS","http://www.tropicos.org/Name/6301908","5384831"
"Lychnis chalcedonica","(L.) E.H.L. Krause","iPlant_TNRS","http://www.tropicos.org/Name/6303615","5584611"
"Silene conica","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300212","5384774"
