"species","AI","BM","KY","MS","TC","VG","origin"
"Larrea divaricata",0,0,0,0,0,0,"gbif"
"Lathyrus clymenum",0,0,0,0,0,0,"gbif"
"Lathyrus latifolius",0,1,0,0,0,0,"gbif"
"Lathyrus odoratus",0,1,0,0,0,0,"gbif"
"Lathyrus pratensis",0,0,0,0,0,0,"gbif"
"Lathyrus sativus",0,0,0,1,0,0,"gbif"
"Lathyrus tingitanus",0,0,0,0,0,0,"gbif"
"Lathyrus tuberosus",0,0,0,0,0,0,"gbif"
"Launaea intybacea",0,0,1,1,0,1,"caribdb"
"Laurus nobilis",0,1,0,0,0,0,"gbif"
"Lavandula angustifolia",0,0,0,0,0,0,"gbif"
"Lavandula dentata",0,0,0,0,0,0,"gbif"
"Leersia hexandra",0,0,0,0,0,0,"gbif"
"Lemna gibba",0,0,0,0,0,0,"gbif"
"Lemna minor",0,0,0,0,0,0,"gbif"
"Lemna obscura",0,0,0,0,0,0,"danielle"
"Lemna perpusilla",0,0,0,0,0,0,"gbif"
"Leontodon saxatilis",0,0,0,0,0,0,"gbif"
"Leontodon taraxacoides",0,0,0,0,0,0,"gbif"
"Leonurus cardiaca",0,0,0,0,0,0,"gbif"
"Lepidium bipinnatifidum",0,0,0,0,0,0,"gbif"
"Lepidium densiflorum",0,0,0,0,0,0,"gbif"
"Lepidium graminifolium",0,0,0,0,0,0,"gbif"
"Lepidium sativum",0,1,0,0,0,0,"gbif"
"Lepidium virginicum",1,1,0,1,1,1,"gbif"
"Leptospermum scoparium",0,0,0,0,0,0,"danielle"
"Lespedeza bicolor",0,0,0,0,0,0,"danielle"
"Leucaena leucocephala",1,1,1,1,1,1,"gbif"
"Leucanthemum vulgare",0,1,0,0,0,0,"gbif"
"Leucojum aestivum",0,0,0,0,0,0,"gbif"
"Ligustrum japonicum",0,0,0,0,0,0,"gbif"
"Ligustrum lucidum",0,0,0,0,0,0,"gbif"
"Ligustrum ovalifolium",0,0,0,0,0,0,"gbif"
"Ligustrum sinense",0,0,0,0,0,0,"gbif"
"Ligustrum sinense",0,0,0,0,0,0,"caribdb"
"Linaria vulgaris",0,1,0,0,0,0,"gbif"
"Linum bienne",0,0,0,0,0,0,"gbif"
"Linum usitatissimum",0,1,0,0,0,0,"gbif"
"Liquidambar styraciflua",0,0,0,0,0,0,"gbif"
"Liriodendron tulipifera",0,0,0,0,0,0,"gbif"
"Lithospermum officinale",0,0,0,0,0,0,"gbif"
"Lobelia cardinalis",0,0,0,0,0,0,"gbif"
"Lobelia erinus",0,0,0,0,0,0,"gbif"
"Lobelia laxiflora",0,0,0,0,0,0,"gbif"
"Lobularia maritima",0,1,0,0,0,0,"gbif"
"Lolium multiflorum",0,1,0,0,0,0,"gbif"
"Lolium perenne",0,1,0,0,0,0,"gbif"
"Lolium temulentum",0,0,0,0,0,0,"gbif"
"Lonicera japonica",0,1,0,0,0,0,"gbif"
"Lonicera japonica",0,0,0,0,0,0,"caribdb"
"Lonicera sempervirens",0,0,0,0,0,0,"gbif"
"Lophospermum erubescens",0,0,0,0,0,0,"danielle"
"Lotononis bainesii",0,0,0,0,0,0,"gbif"
"Lotus corniculatus",0,0,0,0,0,0,"gbif"
"Lotus pedunculatus",0,0,0,0,0,0,"gbif"
"Ludwigia palustris",0,1,0,0,0,0,"gbif"
"Ludwigia peruviana",0,0,0,0,0,0,"caribdb"
"Ludwigia repens",0,0,0,0,0,0,"danielle"
"Lunaria annua",0,0,0,0,0,0,"gbif"
"Lupinus albus",0,0,0,0,0,0,"gbif"
"Lupinus luteus",0,0,0,0,0,0,"gbif"
"Lupinus mutabilis",0,0,0,0,0,0,"gbif"
"Lupinus perennis",0,0,0,0,0,0,"gbif"
"Luziola spruceana",0,0,0,0,0,0,"gbif"
"Lycium barbarum",0,1,0,0,0,0,"gbif"
"Lycopsis arvensis",0,0,0,0,0,0,"gbif"
"Lygodium japonicum",0,0,0,0,0,0,"gbif"
"Lygodium japonicum",0,0,0,0,0,0,"caribdb"
"Lythrum hyssopifolia",0,0,0,0,0,0,"gbif"
"Macaranga mappa",0,0,0,0,0,0,"danielle"
"Macaranga tanarius",0,0,0,0,0,0,"danielle"
"Macfadyena unguis-cati",0,0,0,0,0,0,"danielle"
"Macroptilium atropurpureum",0,0,0,0,0,0,"caribdb"
"Maesopsis eminii",0,0,0,0,0,0,"gbif"
"Maesopsis eminii",0,0,0,0,0,0,"caribdb"
"Magnolia virginiana",0,0,0,0,0,0,"gbif"
"Malachra fasciata",0,0,1,1,0,0,"gbif"
"Malva neglecta",0,0,0,0,0,0,"gbif"
"Malva nicaeensis",0,0,0,0,0,0,"gbif"
"Malva parviflora",0,1,0,0,0,0,"gbif"
"Malva pusilla",0,0,0,0,0,0,"gbif"
"Malva rotundifolia",0,0,0,0,0,0,"caribdb"
"Malva sylvestris",0,0,0,0,0,0,"gbif"
"Malvastrum coromandelianum",1,1,0,1,0,1,"gbif"
"Malvaviscus arboreus",0,0,0,0,0,0,"danielle"
"Mangifera indica",1,0,0,1,0,1,"gbif"
"Mangifera indica",0,0,0,0,0,0,"caribdb"
"Manihot esculenta",0,1,1,0,0,0,"gbif"
"Manihot grahamii",0,0,0,0,0,0,"gbif"
"Manilkara zapota",0,0,0,0,0,0,"caribdb"
"Marrubium vulgare",0,0,0,0,0,0,"gbif"
"Marsdenia floribunda",0,0,0,0,0,0,"danielle"
"Marsilea quadrifolia",0,0,0,0,0,0,"gbif"
"Martynia annua",1,0,0,0,0,1,"gbif"
"Matricaria chamomilla",0,0,0,0,0,0,"gbif"
"Medicago arabica",0,0,0,0,0,0,"gbif"
"Medicago falcata",0,0,0,0,0,0,"gbif"
"Medicago lupulina",0,1,0,0,0,0,"gbif"
"Medicago polymorpha",0,1,0,0,0,0,"gbif"
"Medicago sativa",0,1,0,0,0,0,"gbif"
"Medinilla cumingii",0,0,0,0,0,0,"danielle"
"Medinilla venosa",0,0,0,0,0,0,"danielle"
"Melaleuca quinquenervia",0,0,0,0,0,0,"caribdb"
"Melastoma candidum",0,0,0,0,0,0,"danielle"
"Melastoma malabathricum",0,0,0,0,0,0,"gbif"
"Melastoma sanguineum",0,0,0,0,0,0,"danielle"
"Melia azedarach",1,1,0,1,1,1,"gbif"
"Melia azedarach",0,0,0,0,0,0,"caribdb"
"Melianthus major",0,0,0,0,0,0,"gbif"
"Melicoccus bijugatus",1,1,1,0,1,1,"gbif"
"Melicoccus bijugatus",0,0,0,0,0,0,"caribdb"
"Melilotus albus",0,0,0,0,0,0,"gbif"
"Melinis minutiflora",0,0,0,0,0,0,"caribdb"
"Melinis repens",1,0,1,0,0,0,"gbif"
"Melissa officinalis",0,0,0,0,0,0,"gbif"
"Melochia corchorifolia",0,0,0,0,0,0,"gbif"
"Melochia pyramidata",1,0,1,1,0,1,"gbif"
"Mentha aquatica",0,1,0,0,0,0,"gbif"
"Mentha arvensis",0,0,0,0,0,0,"gbif"
"Mentha pulegium",0,0,0,0,0,0,"gbif"
"Mentha spicata",0,1,1,0,0,0,"gbif"
"Mentha suaveolens",0,0,0,0,0,0,"gbif"
"Menyanthes trifoliata",0,0,0,0,0,0,"gbif"
"Mercurialis annua",0,1,0,0,0,0,"gbif"
"Merremia tuberosa",0,1,0,0,0,0,"caribdb"
"Mibora minima",0,0,0,0,0,0,"gbif"
"Miconia calvescens",0,0,0,0,0,0,"gbif"
"Miconia calvescens",0,0,0,0,0,0,"caribdb"
"Microsorum scolopendrium",0,0,0,0,0,0,"danielle"
"Microstegium vimineum",0,0,0,0,0,0,"caribdb"
"Mikania micrantha",0,0,0,1,0,0,"gbif"
"Milium effusum",0,0,0,0,0,0,"gbif"
"Mimosa invisa",0,0,0,0,0,0,"gbif"
"Mimosa pigra",0,0,0,0,0,0,"gbif"
"Mimosa pigra",0,0,0,0,0,0,"caribdb"
"Mimosa pudica",0,0,0,1,0,1,"gbif"
"Mirabilis jalapa",1,1,0,0,1,1,"gbif"
"Miscanthus sinensis",0,0,0,0,0,0,"gbif"
"Moghania strobilifera",0,0,0,0,0,0,"caribdb"
"Mollugo verticillata",1,0,0,0,0,1,"gbif"
"Moluccella laevis",0,0,0,0,0,0,"gbif"
"Momordica balsamina",0,0,1,0,0,0,"gbif"
"Momordica charantia",1,0,1,1,0,1,"gbif"
"Monochoria vaginalis",0,0,0,0,0,0,"danielle"
"Montanoa hibiscifolia",0,0,0,0,0,0,"gbif"
"Montia fontana",0,0,0,0,0,0,"gbif"
"Moricandia arvensis",0,0,0,0,0,0,"gbif"
"Morinda citrifolia",0,1,1,1,0,1,"gbif"
"Morinda citrifolia",0,0,0,0,0,0,"caribdb"
"Moringa oleifera",0,1,1,1,1,0,"gbif"
"Morus alba",0,1,0,0,0,0,"gbif"
"Morus nigra",0,1,0,0,0,0,"gbif"
"Morus rubra",0,1,0,0,0,0,"gbif"
"Mucuna pruriens",0,0,1,1,0,0,"gbif"
"Mucuna pruriens",0,0,0,0,0,0,"caribdb"
"Muntingia calabura",0,0,0,0,0,0,"gbif"
"Muntingia calabura",0,0,0,0,0,0,"caribdb"
"Murdannia keisak",0,0,0,0,0,0,"gbif"
"Murdannia nudiflora",0,0,0,0,0,0,"gbif"
"Murdannia nudiflora",0,0,0,0,0,0,"caribdb"
"Murraya koenigii",0,0,0,0,0,0,"danielle"
"Murraya paniculata",0,0,0,0,0,0,"danielle"
"Musa acuminata",0,0,0,0,0,0,"gbif"
"Myosotis scorpioides",0,1,0,0,0,0,"gbif"
"Myriophyllum aquaticum",0,0,0,0,0,0,"danielle"
"Myriophyllum heterophyllum",0,0,0,0,0,0,"gbif"
"Myrtus communis",0,1,0,0,0,0,"gbif"
"Najas guadalupensis",0,0,0,0,1,0,"danielle"
"Najas marina",0,0,0,0,1,0,"gbif"
"Nandina domestica",0,0,0,0,0,0,"gbif"
"Narcissus tazetta",0,1,0,0,0,0,"gbif"
"Nardus stricta",0,0,0,0,0,0,"gbif"
"Nassella trichotoma",0,0,0,0,0,0,"gbif"
"Nasturtium microphyllum",0,0,0,0,0,0,"danielle"
"Nasturtium officinale",0,0,0,0,0,0,"danielle"
"Nelumbo lutea",0,0,0,0,0,0,"gbif"
"Nelumbo nucifera",0,1,0,0,0,0,"gbif"
"Nepeta cataria",0,0,0,0,0,0,"gbif"
"Nephrolepis cordifolia",0,0,0,0,0,0,"caribdb"
"Nephrolepis falcata",0,0,0,0,0,0,"danielle"
"Nephrolepis multiflora",0,0,0,0,0,0,"caribdb"
"Nerium oleander",0,1,0,1,0,1,"gbif"
"Neyraudia reynaudiana",0,0,0,0,0,0,"caribdb"
"Nicandra physalodes",0,1,0,0,0,0,"gbif"
"Nicotiana glauca",0,1,0,0,0,0,"gbif"
"Nicotiana tabacum",0,1,0,0,0,0,"gbif"
"Nigella damascena",0,1,0,0,0,0,"gbif"
"Nothoscordum gracile",0,1,0,0,0,0,"gbif"
"Nymphaea alba",0,0,0,0,0,0,"gbif"
"Nymphaea amazonum",0,0,1,0,0,0,"gbif"
"Nymphaea caerulea",0,0,0,0,0,0,"danielle"
"Nymphaea capensis",0,0,0,0,0,0,"danielle"
"Nymphaea odorata",0,0,0,0,0,0,"gbif"
"Nymphoides aquatica",0,0,0,0,0,0,"danielle"
"Nymphoides indica",0,0,1,0,0,0,"gbif"
"Nymphoides peltata",0,0,0,0,0,0,"danielle"
"Nyssa aquatica",0,0,0,0,0,0,"gbif"
"Ochna serrulata",0,0,0,0,0,0,"danielle"
"Ochna thomasiana",0,0,0,0,0,0,"danielle"
"Ocimum americanum",0,0,0,0,0,0,"gbif"
"Ocimum basilicum",1,0,1,0,0,0,"gbif"
"Ocimum gratissimum",0,0,0,0,0,0,"gbif"
"Odontonema cuspidatum",0,0,0,0,0,0,"danielle"
"Oeceoclades maculata",0,0,0,0,0,0,"gbif"
"Oeceoclades maculata",0,0,0,0,0,0,"caribdb"
"Oenothera biennis",0,0,0,0,0,0,"gbif"
"Oenothera drummondii",0,0,0,0,0,0,"gbif"
"Oenothera glazioviana",0,0,0,0,0,0,"gbif"
"Oenothera laciniata",0,1,0,0,0,0,"gbif"
"Oenothera speciosa",0,1,0,0,0,0,"gbif"
"Oenothera tetraptera",0,0,0,0,0,0,"gbif"
"Oldenlandia corymbosa",1,0,0,1,0,0,"gbif"
"Olea europaea",0,1,0,0,0,0,"gbif"
"Oplismenus hirtellus",0,0,0,0,0,0,"danielle"
"Opuntia aurantiaca",0,0,0,0,0,0,"gbif"
"Opuntia cochenillifera",0,0,0,0,0,0,"danielle"
"Opuntia elatior",0,0,0,0,0,0,"gbif"
"Opuntia ficus-indica",0,0,0,0,0,0,"danielle"
"Opuntia leucotricha",0,0,0,0,0,0,"gbif"
"Opuntia microdasys",0,0,0,0,0,0,"gbif"
"Opuntia phaeacantha",0,0,0,0,0,0,"gbif"
"Opuntia polyacantha",0,0,0,0,0,0,"gbif"
"Opuntia spinulifera",0,0,0,0,0,0,"gbif"
"Opuntia stricta",0,1,0,1,1,0,"gbif"
"Opuntia tomentosa",0,1,0,0,0,0,"gbif"
"Origanum vulgare",0,0,0,0,0,0,"gbif"
"Ormocarpum trichocarpum",0,0,0,0,0,0,"gbif"
"Ornithogalum thyrsoides",0,0,0,0,0,0,"gbif"
"Ornithogalum umbellatum",0,0,0,0,0,0,"gbif"
"Orobanche minor",0,0,0,0,0,0,"gbif"
"Orontium aquaticum",0,0,0,0,0,0,"gbif"
"Oryza punctata",0,0,0,0,0,0,"gbif"
"Oryza rufipogon",0,0,0,0,0,0,"gbif"
"Oryza sativa",0,0,0,0,0,0,"gbif"
"Oxalis barrelieri",0,0,0,0,0,0,"gbif"
"Oxalis corniculata",1,1,0,1,1,1,"gbif"
"Oxalis debilis",0,1,0,1,1,0,"gbif"
"Oxalis latifolia",0,1,0,0,1,0,"gbif"
"Oxalis pes-caprae",0,1,0,0,0,0,"gbif"
"Oxalis tetraphylla",0,0,0,0,0,0,"gbif"
"Oxalis violacea",0,0,0,0,0,0,"gbif"
"Oxyspora paniculata",0,0,0,0,0,0,"danielle"
"Pachira acuatica",0,0,0,0,0,0,"caribdb"
"Pachira aquatica",0,0,0,0,0,0,"gbif"
"Pachira insignis",0,0,0,0,0,0,"caribdb"
"Pachyrhizus erosus",0,0,0,0,0,0,"gbif"
"Paederia foetida",0,0,0,0,0,0,"gbif"
"Panicum amarum",0,1,0,0,0,0,"gbif"
"Panicum antidotale",0,0,0,0,0,0,"gbif"
"Panicum bergii",0,0,0,0,0,0,"gbif"
"Panicum capillare",0,1,0,0,0,0,"gbif"
"Panicum coloratum",0,0,0,0,0,0,"gbif"
"Panicum dichotomiflorum",0,1,0,0,1,0,"gbif"
"Panicum miliaceum",0,1,0,0,0,0,"gbif"
"Panicum repens",0,0,1,0,0,0,"gbif"
"Panicum repens",0,0,0,0,0,0,"caribdb"
"Panicum sabulorum",0,0,0,0,0,0,"gbif"
"Panicum trichoides",1,0,0,1,1,0,"gbif"
"Panicum virgatum",0,1,0,0,0,0,"gbif"
"Papaver rhoeas",0,0,0,0,0,0,"gbif"
"Papaver setigerum",0,0,0,0,0,0,"gbif"
"Papaver somniferum",0,1,0,0,0,0,"gbif"
"Parietaria floridana",0,1,0,0,0,0,"gbif"
"Parietaria judaica",1,0,0,0,0,0,"gbif"
"Parietaria officinalis",0,1,0,0,0,0,"gbif"
"Parietaria pensylvanica",0,0,0,0,0,0,"gbif"
"Parkinsonia aculeata",1,1,1,1,1,1,"gbif"
"Parkinsonia aculeata",0,0,0,0,0,0,"caribdb"
"Parmentiera cereifera",0,0,0,0,0,0,"gbif"
"Parthenium hysterophorus",1,1,1,1,1,1,"gbif"
"Parthenocissus quinquefolia",0,1,0,0,0,0,"gbif"
"Paspalum atratum",0,0,0,0,0,0,"gbif"
"Paspalum dilatatum",0,1,0,0,0,0,"gbif"
"Paspalum distichum",0,1,1,0,0,1,"gbif"
"Paspalum fasciculatum",0,0,0,0,0,0,"caribdb"
"Paspalum fimbriatum",1,0,1,1,0,0,"gbif"
"Paspalum maculosum",0,0,0,0,0,0,"gbif"
"Paspalum paniculatum",0,0,0,0,0,0,"gbif"
"Paspalum plicatulum",0,0,0,0,0,1,"gbif"
"Paspalum pumilum",0,0,0,0,0,0,"gbif"
"Paspalum scrobiculatum",0,0,0,0,0,0,"gbif"
"Paspalum urvillei",0,1,0,0,0,0,"gbif"
"Paspalum vaginatum",1,1,1,0,0,0,"gbif"
"Paspalum virgatum",0,0,0,0,0,0,"gbif"
"Passiflora biflora",0,0,0,0,0,0,"gbif"
"Passiflora biflora",0,0,0,0,0,0,"caribdb"
"Passiflora caerulea",0,1,0,0,0,0,"gbif"
"Passiflora edulis",0,1,0,1,0,0,"gbif"
"Passiflora foetida",1,0,0,1,0,1,"gbif"
"Passiflora foetida",0,0,0,0,0,0,"caribdb"
"Passiflora laurifolia",1,1,0,1,0,0,"gbif"
"Passiflora ligularis",0,0,0,0,0,0,"danielle"
"Passiflora maliformis",0,0,0,0,0,0,"gbif"
"Passiflora morifolia",0,0,0,0,0,0,"gbif"
"Passiflora quadrangularis",0,0,0,0,0,0,"gbif"
"Passiflora suberosa",1,1,1,1,1,1,"gbif"
"Passiflora subpeltata",0,0,0,0,0,0,"gbif"
"Passiflora ×violacea",0,0,0,0,0,0,"danielle"
"Pastinaca sativa",0,0,0,0,0,0,"gbif"
"Pavonia coccinea",0,0,0,0,0,0,"gbif"
"Pavonia hastata",0,0,0,0,0,0,"danielle"
"Pellaea viridis",0,0,0,0,0,0,"danielle"
"Peltophorum africanum",0,0,0,0,0,0,"gbif"
"Pennisetum ciliare",0,0,0,0,0,0,"caribdb"
"Pennisetum purpureum",0,0,0,0,0,0,"caribdb"
"Pennisetum setaceum",0,0,0,0,0,0,"caribdb"
"Pentapetes phoenicea",0,0,0,0,0,0,"gbif"
"Pentas lanceolata",0,0,0,0,0,0,"danielle"
"Peperomia pellucida",0,0,0,0,0,0,"danielle"
"Pereskia aculeata",0,0,0,0,0,0,"gbif"
"Perilla frutescens",0,0,0,0,0,0,"danielle"
"Persea americana",1,0,0,1,0,0,"gbif"
"Persicaria lapathifolia",0,0,0,0,0,0,"gbif"
"Persicaria maculosa",0,0,0,0,0,0,"gbif"
"Persicaria orientalis",0,0,0,0,0,0,"gbif"
"Petunia axillaris",0,1,0,0,0,0,"gbif"
"Phaius tankarvilleae",0,0,0,0,0,0,"danielle"
"Phalaris aquatica",0,0,0,0,0,0,"gbif"
"Phalaris arundinacea",0,0,0,0,0,1,"gbif"
"Phalaris arundinacea",0,0,0,0,0,0,"caribdb"
"Phalaris canariensis",0,1,0,0,0,0,"gbif"
"Phalaris coerulescens",0,0,0,0,0,0,"gbif"
"Phalaris minor",0,0,0,0,0,0,"gbif"
"Phalaris paradoxa",0,0,0,0,0,0,"gbif"
"Phaseolus lunatus",0,1,0,0,0,1,"gbif"
"Phleum arenarium",0,0,0,0,0,0,"gbif"
"Phleum arenarium",0,0,0,0,0,0,"gbif"
"Phleum pratense",0,1,0,0,0,0,"gbif"
"Phoenix canariensis",0,0,0,0,0,0,"danielle"
"Phoenix dactylifera",0,0,0,0,0,0,"gbif"
"Phoenix reclinata",0,0,0,0,0,0,"gbif"
"Phormium tenax",0,0,0,0,0,0,"danielle"
"Philadelphus karwinskyanus",0,0,0,0,0,0,"danielle"
"Phlebodium aureum",0,0,0,0,0,0,"danielle"
"Phoenix canariensis",0,0,0,0,0,0,"danielle"
"Phoenix reclinata",0,0,0,0,0,0,"danielle"
"Phormium tenax",0,0,0,0,0,0,"danielle"
"Photinia davidiana",0,0,0,0,0,0,"danielle"
"Phyla canescens",0,0,0,0,0,0,"danielle"
"Phyla nodiflora",1,1,1,1,1,0,"gbif"
"Phyllanthus acidus",0,0,0,0,0,0,"danielle"
"Phyllanthus amarus",1,1,0,1,1,1,"gbif"
"Phyllostachys aurea",0,0,0,0,0,0,"danielle"
"Phyllanthus emblica",0,1,0,0,0,0,"gbif"
"Phyllostachys nigra",0,0,0,0,0,0,"danielle"
"Phyllanthus niruri",0,1,0,0,0,0,"gbif"
"Phyllanthus tenellus",0,0,0,0,0,0,"gbif"
"Phyllanthus urinaria",0,0,1,0,0,0,"gbif"
"Phyllanthus urinaria",0,0,0,0,0,0,"caribdb"
"Phymatosorus scolopendria",0,1,0,0,0,0,"caribdb"
"Physalis angulata",1,1,1,0,0,1,"gbif"
"Physalis longifolia",0,0,0,0,0,0,"gbif"
"Physalis peruviana",0,1,0,0,0,0,"gbif"
"Physalis philadelphica",0,0,0,0,0,0,"gbif"
"Physalis pubescens",0,1,0,1,0,1,"gbif"
"Physalis viscosa",0,0,0,0,0,0,"gbif"
"Phytolacca americana",0,0,0,0,0,0,"gbif"
"Phytolacca dioica",0,0,0,0,0,0,"gbif"
"Picea sitchensis",0,0,0,0,0,0,"gbif"
"Pilea microphylla",0,0,0,0,0,0,"danielle"
"Pilea serpyllacea",0,0,0,0,0,0,"danielle"
"Pimenta dioica",0,1,0,0,0,0,"gbif"
"Pimenta racemosa",0,0,0,0,0,0,"danielle"
"Pinus brutia",0,0,0,0,0,0,"gbif"
"Pinus caribaea",0,0,0,0,1,0,"gbif"
"Pinus caribaea",0,0,0,0,0,0,"caribdb"
"Pinus contorta",0,0,0,0,0,0,"gbif"
"Pinus elliottii",0,0,0,0,0,0,"gbif"
"Pinus halepensis",0,1,0,0,0,0,"gbif"
"Pinus palustris",0,0,0,0,0,0,"gbif"
"Pinus patula",0,0,0,0,0,0,"danielle"
"Pinus pinaster",0,0,0,0,0,0,"gbif"
"Pinus radiata",0,0,0,0,0,0,"danielle"
"Pinus rigida",0,0,0,0,0,0,"gbif"
"Pinus sylvestris",0,0,0,0,0,0,"gbif"
"Pinus taeda",0,0,0,0,0,0,"gbif"
"Piper aduncum",1,0,0,0,0,0,"gbif"
"Piper auritum",0,0,0,0,0,0,"danielle"
"Piper lolot",0,0,0,0,0,0,"danielle"
"Piper tuberculatum",0,0,0,0,0,0,"gbif"
"Pistacia chinensis",0,0,0,0,0,0,"gbif"
"Pistia stratiotes",0,0,0,1,0,0,"gbif"
"Pistia stratiotes",0,0,0,0,0,0,"caribdb"
"Pisum sativum",1,1,0,0,0,0,"gbif"
"Pithecellobium dulce",0,0,0,0,0,0,"danielle"
"Pittosporum pentandrum",0,0,0,0,0,0,"danielle"
"Pittosporum undulatum",0,1,0,0,0,0,"gbif"
"Pittosporum undulatum",0,1,0,0,0,0,"caribdb"
"Pittosporum viridiflorum",0,0,0,0,0,0,"danielle"
"Pityrogramma calomelanos",1,0,0,1,0,1,"gbif"
"Plantago afra",0,0,0,0,0,0,"gbif"
"Plantago australis",0,0,0,0,0,0,"gbif"
"Plantago lanceolata",0,1,0,0,0,0,"gbif"
"Plantago major",1,1,0,0,0,1,"gbif"
"Plantago rugelii",0,0,0,0,0,0,"gbif"
"Plantago virginica",0,1,0,0,0,0,"gbif"
"Platanus hybrida",0,1,0,0,0,0,"gbif"
"Platanus occidentalis",0,1,0,0,0,0,"gbif"
"Platycerium bifurcatum",0,0,0,0,0,0,"danielle"
"Platycerium superbum",0,0,0,0,0,0,"danielle"
"Platymiscium stipulare ",0,0,0,0,0,0,"danielle"
"Pluchea dioscoridis",0,0,0,0,0,0,"gbif"
"Pluchea odorata",1,1,1,1,1,1,"gbif"
"Pluchea sagittalis",0,0,0,0,0,0,"gbif"
"Plumbago auriculata",0,0,1,1,0,0,"gbif"
"Poa annua",0,1,0,0,0,0,"gbif"
"Poa bulbosa",0,0,0,0,0,0,"gbif"
"Poa compressa",0,0,0,0,0,0,"gbif"
"Poa infirma",0,0,0,0,0,0,"gbif"
"Poa pratensis",0,1,0,0,0,0,"gbif"
"Poa trivialis",0,0,0,0,0,0,"gbif"
"Polygala myrtifolia",0,0,0,0,0,0,"gbif"
"Polygala paniculata",0,0,0,0,0,0,"gbif"
"Polygala vulgaris",0,0,0,0,0,0,"gbif"
"Polygonum aviculare",0,0,0,0,0,0,"gbif"
"Polygonum chinense",0,0,0,0,0,0,"caribdb"
"Polypogon interruptus",0,1,0,0,0,0,"gbif"
"Polypogon maritimus",0,0,0,0,0,0,"gbif"
"Polypogon viridis",0,0,0,0,0,0,"gbif"
"Polypremum procumbens",0,0,0,0,0,0,"gbif"
"Pontederia cordata",0,0,0,0,0,0,"gbif"
"Populus alba",0,0,0,0,0,0,"gbif"
"Populus balsamifera",0,0,0,0,0,0,"gbif"
"Populus nigra",0,0,0,0,0,0,"gbif"
"Populus tremula",0,0,0,0,0,0,"gbif"
"Populus tremuloides",0,0,0,0,0,0,"gbif"
"Porophyllum ruderale",1,0,0,1,0,0,"gbif"
"Portulaca grandiflora",0,0,0,0,0,0,"gbif"
"Portulaca oleracea",1,1,1,0,1,1,"gbif"
"Portulaca pilosa",0,0,1,1,1,0,"gbif"
"Portulaca quadrifida",0,0,0,1,0,1,"gbif"
"Potamogeton crispus",0,0,0,0,0,0,"gbif"
"Potamogeton diversifolius",0,0,0,0,0,0,"gbif"
"Potamogeton epihydrus",0,0,0,0,0,0,"gbif"
"Potamogeton foliosus",0,0,0,0,0,0,"gbif"
"Potamogeton illinoensis",0,0,0,0,0,0,"gbif"
"Potamogeton natans",0,0,0,0,0,0,"gbif"
"Potamogeton nodosus",0,0,0,0,0,0,"gbif"
"Potamogeton pusillus",0,0,0,0,0,0,"gbif"
"Potentilla norvegica",0,0,0,0,0,0,"gbif"
"Potentilla reptans",0,1,0,0,0,0,"gbif"
"Pouteria campechiana",0,0,1,0,0,0,"gbif"
"Proboscidea louisiana",0,0,0,0,0,0,"gbif"
"Procambarus clarkii",0,0,0,0,0,0,"caribdb"
"Prosopis chilensis",0,0,0,0,0,0,"caribdb"
"Prosopis flexuosa",0,0,0,0,0,0,"gbif"
"Prosopis glandulosa",0,0,0,0,0,0,"gbif"
"Prosopis juliflora",0,0,0,0,0,0,"caribdb"
"Prosopis pallida",0,0,0,0,0,0,"caribdb"
"Prunella vulgaris",0,1,0,0,0,0,"gbif"
"Prunus americana",0,0,0,0,0,0,"gbif"
"Prunus cerasifera",0,0,0,0,0,0,"gbif"
"Prunus domestica",0,0,0,0,0,0,"gbif"
"Prunus laurocerasus",0,0,0,0,0,0,"gbif"
"Prunus lusitanica",0,0,0,0,0,0,"gbif"
"Prunus mahaleb",0,0,0,0,0,0,"gbif"
"Prunus serotina",0,0,0,0,0,0,"gbif"
"Prunus spinosa",0,0,0,0,0,0,"gbif"
"Pseudotsuga menziesii",0,0,0,0,0,0,"gbif"
"Psidium guajava",1,1,1,1,0,1,"gbif"
"Psidium guajava",0,1,0,0,0,0,"caribdb"
"Psidium guineense",0,0,0,0,0,0,"gbif"
"Psilurus incurvus",0,0,0,0,0,0,"gbif"
"Psoralea pinnata",0,0,0,0,0,0,"gbif"
"Ptelea trifoliata",0,0,0,0,0,0,"gbif"
"Pteridium aquilinum",0,0,1,0,0,0,"gbif"
"Pteridium aquilinum",0,0,0,0,0,0,"caribdb"
"Pteris vittata",0,1,0,0,0,0,"gbif"
"Ptychosperma elegans",0,0,0,0,0,0,"danielle"
"Ptychosperma macarthurii",0,0,0,0,0,0,"caribdb"
"Pueraria montana",0,0,0,0,0,0,"gbif"
"Punica granatum",0,0,1,0,0,0,"gbif"
"Puya chilensis",0,0,0,0,0,0,"gbif"
"Pyracantha koidzumii",0,0,0,0,0,0,"gbif"
"Pyrus communis",0,0,0,0,0,0,"gbif"
"Quercus alba",0,0,0,0,0,0,"gbif"
"Quercus coccinea",0,0,0,0,0,0,"gbif"
"Quercus ilex",0,0,0,1,0,0,"gbif"
"Quercus palustris",0,0,0,0,0,0,"gbif"
"Quercus phellos",0,0,0,0,0,0,"gbif"
"Quercus shumardii",0,0,0,0,0,0,"gbif"
"Quercus suber",0,0,0,0,0,0,"gbif"
