acceptedname,authority,uri,AI,BM,KY,MS,VG,TC,TC_discrep
Solanum dulcamara,L.,http://www.tropicos.org/Name/29600249,0,0,0,0,0,0,0
Solanum elaeagnifolium,Cav.,http://www.tropicos.org/Name/29602593,0,0,0,0,1,0,0
Solanum furcatum,Dunal,http://www.tropicos.org/Name/29600255,0,0,0,0,0,0,0
Solanum jamaicense,Mill.,http://www.tropicos.org/Name/29602601,1,0,0,0,0,0,0
Solanum lanceolatum,Cav.,http://www.tropicos.org/Name/29604233,0,0,0,0,0,0,0
Solanum linnaeanum,Hepper & P.-M.L.Jaeger,http://www.tropicos.org/Name/29607262,0,0,0,0,0,0,0
Solanum mauritianum,Scop.,http://www.tropicos.org/Name/29600120,0,0,0,0,0,0,0
Solanum nigrum,L.,http://www.tropicos.org/Name/29600125,0,1,0,0,0,0,0
Solanum physalifolium,Rusby,http://www.tropicos.org/Name/29603057,0,0,0,0,0,0,0
Solanum pseudocapsicum,L.,http://www.tropicos.org/Name/29600302,0,0,0,0,0,0,0
Solanum seaforthianum,Andrews,http://www.tropicos.org/Name/29600311,1,1,0,1,1,0,0
Solanum sisymbriifolium,Lam.,http://www.tropicos.org/Name/29600144,0,0,0,0,0,0,0
Solanum tampicense,Dunal,http://www.tropicos.org/Name/29601937,0,0,1,0,0,0,0
Solanum torvum,Sw.,http://www.tropicos.org/Name/29600147,1,1,1,1,1,0,1
Solanum tuberosum,L.,http://www.tropicos.org/Name/29600334,0,1,0,1,0,0,0
Solanum viarum,Dunal,http://www.tropicos.org/Name/29600152,0,0,0,0,0,0,0
Solanum villosum,Mill.,http://www.tropicos.org/Name/29603884,0,0,0,0,0,0,0
Soleirolia soleirolii,(Req.) Dandy,http://www.tropicos.org/Name/33400367,0,0,0,0,0,0,0
Solidago altissima,L.,http://www.tropicos.org/Name/2701316,0,0,0,0,0,0,0
Solidago chilensis,Meyen,http://www.tropicos.org/Name/2703256,1,0,0,0,0,0,0
Solidago missouriensis,Nutt.,http://www.tropicos.org/Name/2701329,0,0,0,0,0,0,0
Solidago sempervirens,L.,http://www.tropicos.org/Name/2718017,0,1,0,0,0,0,0
Sonchus arvensis,L.,http://www.tropicos.org/Name/2718023,0,0,0,0,0,0,0
Sonchus asper,(L.) Hill,http://www.tropicos.org/Name/2701342,0,0,0,0,0,0,0
Sonchus oleraceus,L.,http://www.tropicos.org/Name/2711967,1,1,0,1,0,0,1
Sorbus aucuparia,L.,http://www.tropicos.org/Name/27800192,0,0,0,0,0,0,0
Sorghum × almum,Parodi,http://www.tropicos.org/Name/25535196,0,0,0,0,0,0,0
Sorghum arundinaceum,(Desv.) Stapf,http://www.tropicos.org/Name/25511509,0,0,0,0,0,0,0
Sorghum bicolor,(L.) Moench,http://www.tropicos.org/Name/25513454,0,1,1,0,0,1,-1
Sorghum halepense,(L.) Pers.,http://www.tropicos.org/Name/25509981,0,0,0,0,0,0,0
Sparganium americanum,Nutt.,http://www.tropicos.org/Name/29800008,0,0,0,0,0,0,0
Spartina alterniflora,Loisel.,http://www.tropicos.org/Name/25512520,0,0,0,0,0,0,0
Spartium junceum,L.,http://www.tropicos.org/Name/13033107,0,0,0,0,0,0,0
Spathodea campanulata,P. Beauv.,http://www.tropicos.org/Name/3700582,0,0,0,0,0,1,-1
Spergula arvensis,L.,http://www.tropicos.org/Name/6300264,0,0,0,0,0,0,0
Spergularia marina,(L.) Besser,http://www.tropicos.org/Name/100350499,0,1,0,0,0,0,0
Sphaeropteris cooperi,(F. Muell.) R.M. Tryon,http://www.tropicos.org/Name/50111218,0,0,0,0,0,0,0
Sphagneticola trilobata,(L.) Pruski,http://www.tropicos.org/Name/2743714,1,1,1,0,1,0,1
Sphenoclea zeylanica,Gaertn.,http://www.tropicos.org/Name/5501778,0,0,0,0,0,0,0
Spigelia anthelmia,L.,http://www.tropicos.org/Name/19000528,1,0,1,1,0,1,0
Spinacia oleracea,L.,http://www.tropicos.org/Name/7200278,0,0,0,0,0,0,0
Spiraea cantoniensis,Lour.,http://www.tropicos.org/Name/27802468,0,1,0,0,0,0,0
Spirodela polyrhiza,(L.) Schleid.,http://www.tropicos.org/Name/18100004,0,0,0,0,0,0,0
Spondias purpurea,L.,http://www.tropicos.org/Name/1300271,1,1,0,0,1,1,-1
Stachys annua,L.,http://www.tropicos.org/Name/17600674,0,0,0,0,0,0,0
Stachys arvensis,L.,http://www.tropicos.org/Name/17602133,0,1,0,0,0,0,0
Stachytarpheta cayennensis,(Rich.) Vahl,http://www.tropicos.org/Name/33700808,0,0,0,1,0,0,0
Stachytarpheta urticifolia,Sims,http://www.tropicos.org/Name/33700815,0,0,0,0,0,0,0
Stapelia gigantea,N.E. Br.,http://www.tropicos.org/Name/2602436,0,0,0,0,0,1,-1
Stellaria media,(L.) Vill.,http://www.tropicos.org/Name/6300280,0,1,0,0,0,0,0
Stephanotis floribunda,Brongn.,http://www.tropicos.org/Name/2602594,0,0,0,0,0,0,0
Sterculia apetala,(Jacq.) H. Karst.,http://www.tropicos.org/Name/30400661,0,0,0,0,0,0,0
Striga asiatica,(L.) Kuntze,http://www.tropicos.org/Name/29200215,0,0,0,0,0,0,0
Striga hermonthica,(Delile) Benth.,http://www.tropicos.org/Name/29203619,0,0,0,0,0,0,0
Strobilanthes reptans,(G. Forst.) Moylan ex Y.F. Deng & J.R.I. Wood,http://www.tropicos.org/Name/100371430,0,0,0,0,0,0,0
Strychnos spinosa,Lam.,http://www.tropicos.org/Name/19000163,0,0,0,0,0,0,0
Stylosanthes guianensis,(Aubl.) Sw.,http://www.tropicos.org/Name/13045169,0,0,0,0,0,0,0
Stylosanthes humilis,Kunth,http://www.tropicos.org/Name/13001618,0,0,0,0,0,0,0
Stylosanthes scabra,Vogel,http://www.tropicos.org/Name/13033252,0,0,0,0,0,0,0
Syagrus romanzoffiana,(Cham.) Glassman,http://www.tropicos.org/Name/2401308,0,0,0,0,0,0,0
Symphytum officinale,L.,http://www.tropicos.org/Name/4000088,0,0,0,0,0,0,0
Syngonium podophyllum,Schott,http://www.tropicos.org/Name/2104505,0,0,0,1,0,0,0
Syringa vulgaris,L.,http://www.tropicos.org/Name/23000032,0,0,0,0,0,0,0
Syzygium cumini,(L.) Skeels,http://www.tropicos.org/Name/22102113,0,1,0,1,0,0,0
Syzygium jambos,(L.) Alston,http://www.tropicos.org/Name/22101929,0,1,0,1,1,1,-1
Tabebuia heterophylla,(DC.) Britton,http://www.tropicos.org/Name/3700583,1,1,1,1,1,1,0
Tabebuia rosea,(Bertol.) DC.,http://www.tropicos.org/Name/3700648,0,0,0,0,0,1,-1
Tabebuia rosea,(Bertol.) DC.,http://www.tropicos.org/Name/3700648,0,0,0,0,0,1,-1
Tagetes minuta,L.,http://www.tropicos.org/Name/2701366,0,0,0,0,0,0,0
Tamarindus indica,L.,http://www.tropicos.org/Name/13033329,1,0,1,1,1,1,0
Tanacetum vulgare,L.,http://www.tropicos.org/Name/2701377,0,0,0,0,0,0,0
Tanaecium exitiosum,Dugand,http://www.tropicos.org/Name/50006114,0,0,0,0,0,0,0
Taxus brevifolia,Nutt.,http://www.tropicos.org/Name/31200010,0,0,0,0,0,0,0
Tecoma castaneifolia,(D. Don) Melch.,http://www.tropicos.org/Name/3701035,0,0,0,0,0,0,0
Tecoma stans,(L.) Juss. ex Kunth,http://www.tropicos.org/Name/3700024,0,0,0,0,0,1,-1
Tectaria incisa,Cav.,http://www.tropicos.org/Name/26602579,1,0,0,1,0,0,0
Tephrosia candida,DC.,http://www.tropicos.org/Name/13033368,1,0,0,0,0,1,-1
Tephrosia nana,Kotschy ex Schweinf.,http://www.tropicos.org/Name/13033507,0,0,0,0,0,0,0
Terminalia catappa,L.,http://www.tropicos.org/Name/8200173,1,1,1,1,1,1,-1
Tetragonia tetragonoides,(Pall.) Kuntze,http://www.tropicos.org/Name/700027,0,0,0,0,0,0,0
Teucrium canadense,L.,http://www.tropicos.org/Name/17600390,0,0,0,0,0,0,0
Themeda quadrivalvis,(L.) Kuntze,http://www.tropicos.org/Name/25511554,0,0,0,0,0,0,0
Thevetia peruviana,K. Schum.,http://www.tropicos.org/Name/1800652,1,0,0,0,0,1,-1
Thuja occidentalis,L.,http://www.tropicos.org/Name/9400130,0,0,0,0,0,0,0
Thunbergia alata,Bojer ex Sims,http://www.tropicos.org/Name/100122,1,0,0,1,0,1,-1
Thunbergia fragrans,Roxb.,http://www.tropicos.org/Name/101460,1,0,0,1,1,0,0
Thunbergia grandiflora,Roxb.,http://www.tropicos.org/Name/100139,0,0,0,1,0,1,-1
Thunbergia laurifolia,Lindl.,http://www.tropicos.org/Name/102966,0,0,0,0,0,0,0
Thymophylla tenuiloba,(DC.) Small,http://www.tropicos.org/Name/2726615,0,0,0,0,0,0,0
Thymus vulgaris,L.,http://www.tropicos.org/Name/17600443,0,1,0,0,0,1,-1
Tidestromia lanuginosa,(Nutt.) Standl.,http://www.tropicos.org/Name/1101049,0,0,0,0,0,0,0
Tillandsia adpressiflora,Mez,http://www.tropicos.org/Name/4300387,0,0,0,0,0,0,0
Tillandsia anceps,G. Lodd.,http://www.tropicos.org/Name/4300958,0,0,0,0,0,0,0
Tillandsia baileyi,Rose ex Small,http://www.tropicos.org/Name/4300569,0,0,0,0,0,0,0
Tillandsia bandensis,Baker,http://www.tropicos.org/Name/4300399,0,0,0,0,0,0,0
Tillandsia bartramii,Elliott,http://www.tropicos.org/Name/4300571,0,0,0,0,0,0,0
Tillandsia biflora,Ruiz & Pav.,http://www.tropicos.org/Name/4300769,0,0,0,0,0,0,0
Tillandsia bulbosa,Hook.,http://www.tropicos.org/Name/4300572,0,0,0,0,0,0,0
Tillandsia capillaris,Ruiz & Pav.,http://www.tropicos.org/Name/4300405,0,0,0,0,0,0,0
Tillandsia compacta,Griseb.,http://www.tropicos.org/Name/4301482,0,0,0,0,0,0,0
Tillandsia compressa,Bertero ex Schult. & Schult. f.,http://www.tropicos.org/Name/4301741,0,0,0,0,0,0,0
Tillandsia elongata var. subimbricata,(Baker) L.B. Sm.,http://www.tropicos.org/Name/4300962,0,0,0,0,0,0,0
Tillandsia excelsa,Griseb.,http://www.tropicos.org/Name/4300745,0,0,0,0,0,0,0
Tillandsia fendleri,Griseb.,http://www.tropicos.org/Name/4300744,0,0,0,0,0,0,0
Tillandsia flexuosa,Sw.,http://www.tropicos.org/Name/4301575,0,0,0,0,0,1,-1
Tillandsia geminiflora,Brongn.,http://www.tropicos.org/Name/4302728,0,0,0,0,0,0,0
Tillandsia longifolia,Baker,http://www.tropicos.org/Name/4301560,0,0,0,0,0,0,0
Tillandsia paraensis,Mez,http://www.tropicos.org/Name/4301490,0,0,0,0,0,0,0
Tillandsia paucifolia,Baker,http://www.tropicos.org/Name/4302345,0,0,0,0,0,0,0
Tillandsia pohliana,Mez,http://www.tropicos.org/Name/4301987,0,0,0,0,0,0,0
Tillandsia pruinosa,Sw.,http://www.tropicos.org/Name/4300583,0,0,0,0,0,0,0
Tipuana tipu,(Benth.) Kuntze,http://www.tropicos.org/Name/13003607,0,0,0,0,0,0,0
Tithonia diversifolia,(Hemsl.) A. Gray,http://www.tropicos.org/Name/2701460,0,0,0,0,0,0,0
Tithonia rotundifolia,(Mill.) S.F. Blake,http://www.tropicos.org/Name/2711232,0,0,0,0,0,0,0
Tolpis barbata,(L.) Gaertn.,http://www.tropicos.org/Name/2703368,0,0,0,0,0,0,0
Torilis nodosa,(L.) Gaertn.,http://www.tropicos.org/Name/1700561,0,1,0,0,0,0,0
Tournefortia argentea,L. f.,http://www.tropicos.org/Name/4003183,0,0,0,0,0,0,0
Toxicodendron radicans,(L.) Kuntze,http://www.tropicos.org/Name/1300004,0,1,0,0,0,0,0
Tradescantia crassifolia,Cav.,http://www.tropicos.org/Name/8300233,0,0,0,0,0,0,0
Tradescantia fluminensis,Vell.,http://www.tropicos.org/Name/8300329,0,0,0,0,0,0,0
Tradescantia spathacea,Sw.,http://www.tropicos.org/Name/8300574,0,0,1,0,0,1,-1
Tradescantia spathacea,Sw.,http://www.tropicos.org/Name/8300574,0,1,1,0,0,1,-1
Tragia benthamii,Baker,http://www.tropicos.org/Name/12804285,0,0,0,0,0,0,0
Tragopogon dubius,Scop.,http://www.tropicos.org/Name/2701477,0,0,0,0,0,0,0
Tragopogon porrifolius,L.,http://www.tropicos.org/Name/2701485,0,0,0,0,0,0,0
Tragopogon pratensis,L.,http://www.tropicos.org/Name/2701487,0,0,0,0,0,0,0
Trema micrantha,(L.) Blume,http://www.tropicos.org/Name/33300067,1,0,0,1,1,0,0
Trianthema portulacastrum,L.,http://www.tropicos.org/Name/700006,1,0,0,1,1,1,0
Tribulus cistoides,L.,http://www.tropicos.org/Name/34600034,0,0,1,0,1,1,0
Tribulus terrestris,L.,http://www.tropicos.org/Name/34600016,0,0,1,0,0,1,0
Trichostema dichotomum,L.,http://www.tropicos.org/Name/17600446,0,0,0,0,0,0,0
Tridax procumbens,L.,http://www.tropicos.org/Name/2727004,0,0,1,0,0,1,0
Trifolium arvense,L.,http://www.tropicos.org/Name/13033708,0,0,0,0,0,0,0
Trifolium campestre,Schreb.,http://www.tropicos.org/Name/13033766,0,0,0,0,0,0,0
Trifolium dubium,Sibth.,http://www.tropicos.org/Name/13033846,0,0,0,0,0,0,0
Trifolium hybridum,L.,http://www.tropicos.org/Name/13033929,0,0,0,0,0,0,0
Trifolium incarnatum,L.,http://www.tropicos.org/Name/13033934,0,0,0,0,0,0,0
Trifolium micranthum,Viv.,http://www.tropicos.org/Name/13034036,0,0,0,0,0,0,0
Trifolium pratense,L.,http://www.tropicos.org/Name/13034154,0,1,0,0,0,0,0
Trifolium repens,L.,http://www.tropicos.org/Name/13034184,0,0,0,0,0,0,0
Triphasia trifolia,(Burm. f.) P. Wilson,http://www.tropicos.org/Name/28100526,0,0,0,0,0,1,-1
Triticum aestivum,L.,http://www.tropicos.org/Name/25510034,0,0,0,0,0,0,0
Triumfetta pilosa,Roth,http://www.tropicos.org/Name/32200032,0,0,0,0,0,0,0
Triumfetta rhomboidea,Jacq.,http://www.tropicos.org/Name/32200033,0,0,1,0,1,0,0
Triumfetta semitriloba,Jacq.,http://www.tropicos.org/Name/32200177,1,1,1,1,1,0,0
Tropaeolum majus,L.,http://www.tropicos.org/Name/33000034,0,0,0,0,0,0,0
Tuberaria guttata,(L.) Fourr.,http://www.tropicos.org/Name/7600019,0,0,0,0,0,0,0
Tulbaghia violacea,Harv.,http://www.tropicos.org/Name/18402731,0,0,0,0,0,0,0
Turnera ulmifolia,L.,http://www.tropicos.org/Name/33100002,1,1,1,0,1,1,0
Typha angustifolia,L.,http://www.tropicos.org/Name/33200001,0,0,1,0,0,0,0
Typha domingensis,Pers.,http://www.tropicos.org/Name/33200006,0,1,0,0,0,1,-1
Typha latifolia,L.,http://www.tropicos.org/Name/33200002,0,0,0,0,0,0,0
Typhonium trilobatum,(L.) Schott,http://www.tropicos.org/Name/2104588,0,0,0,0,0,0,0
Ulex europaeus,L.,http://www.tropicos.org/Name/13034545,0,0,0,0,0,0,0
Ulmus americana,L.,http://www.tropicos.org/Name/33300003,0,0,0,0,0,0,0
Ulmus parvifolia,Jacq.,http://www.tropicos.org/Name/33300017,0,0,0,0,0,0,0
Ulmus pumila,L.,http://www.tropicos.org/Name/33300018,0,0,0,0,0,0,0
Uniola paniculata,L.,http://www.tropicos.org/Name/25512623,0,0,0,0,0,1,0
Urena lobata,L.,http://www.tropicos.org/Name/19600119,1,0,0,1,1,0,0
Urochloa arrecta,(Hack. ex T. Durand & Schinz) Morrone & Zuloaga,http://www.tropicos.org/Name/25552766,0,0,0,0,0,0,0
Urochloa decumbens,(Stapf) R.D. Webster,http://www.tropicos.org/Name/25530737,0,0,0,0,0,0,0
Urtica dioica,L.,http://www.tropicos.org/Name/33400020,0,0,0,0,0,0,0
Urtica urens,L.,http://www.tropicos.org/Name/33400380,0,1,0,0,0,0,0
Utricularia foliosa,L.,http://www.tropicos.org/Name/18300090,0,0,0,0,0,0,0
Utricularia gibba,L.,http://www.tropicos.org/Name/18300092,1,0,0,1,0,1,-1
Utricularia purpurea,Walter,http://www.tropicos.org/Name/18300098,0,0,0,0,0,0,0
Vaccaria hispanica,(Mill.) Rauschert,http://www.tropicos.org/Name/6300552,0,0,0,0,0,0,0
Vachellia nilotica,(L.) P.J.H. Hurter & Mabb.,http://www.tropicos.org/Name/50325057,1,0,0,0,0,0,0
Valeriana officinalis,L.,http://www.tropicos.org/Name/33500011,0,0,0,0,0,0,0
Vallisneria americana,Michx.,http://www.tropicos.org/Name/16100009,0,0,0,0,0,1,-1
Verbascum blattaria,L.,http://www.tropicos.org/Name/29200408,0,0,0,0,0,0,0
Verbascum thapsus,L.,http://www.tropicos.org/Name/29200424,0,1,0,0,0,0,0
Verbascum virgatum,Stokes,http://www.tropicos.org/Name/29201570,0,1,0,0,0,0,0
Verbena bipinnatifida,Nutt.,http://www.tropicos.org/Name/33700042,0,0,0,0,0,0,0
Verbena bonariensis,L.,http://www.tropicos.org/Name/33700509,0,1,0,0,0,0,0
Verbena hastata,L.,http://www.tropicos.org/Name/33700018,0,0,0,0,0,0,0
Verbena hispida,Ruiz & Pav.,http://www.tropicos.org/Name/33700415,0,0,0,0,0,0,0
Verbena litoralis,Kunth,http://www.tropicos.org/Name/33700851,0,0,0,0,0,0,0
Verbena officinalis,L.,http://www.tropicos.org/Name/33700019,0,1,0,0,0,0,0
Verbena rigida,Spreng.,http://www.tropicos.org/Name/33700448,0,1,0,0,0,0,0
Verbena urticifolia,L.,http://www.tropicos.org/Name/33700877,0,0,0,0,0,0,0
Vernicia fordii,(Hemsl.) Airy Shaw,http://www.tropicos.org/Name/12803531,0,0,0,0,0,0,0
Vernicia fordii,(Hemsl.) Airy Shaw,http://www.tropicos.org/Name/12803531,0,0,0,0,0,0,0
Vernonia cinerea,(L.) Less.,http://www.tropicos.org/Name/2701536,0,0,0,0,0,0,0
Veronica agrestis,L.,http://www.tropicos.org/Name/29200426,0,1,0,0,0,0,0
Veronica arvensis,L.,http://www.tropicos.org/Name/29200224,0,1,0,0,0,0,0
Veronica peregrina,L.,http://www.tropicos.org/Name/29200239,0,1,0,0,0,0,0
Veronica persica,Poir.,http://www.tropicos.org/Name/29200441,0,0,0,0,0,0,0
Veronica serpyllifolia,L.,http://www.tropicos.org/Name/29200244,0,0,0,0,0,0,0
Veronica spicata,L.,http://www.tropicos.org/Name/29200245,0,0,0,0,0,0,0
Verschaffeltia splendida,H. Wendl.,TNRS,0,0,0,0,0,0,0
Viburnum lantana,L.,http://www.tropicos.org/Name/6000173,0,0,0,0,0,0,0
Viburnum opulus,L.,http://www.tropicos.org/Name/6000037,0,0,0,0,0,0,0
Viburnum tinus,L.,http://www.tropicos.org/Name/6000537,0,1,0,0,0,0,0
Vicia articulata,Hornem.,http://www.tropicos.org/Name/13034633,0,0,0,0,0,0,0
Vicia benghalensis,L.,http://www.tropicos.org/Name/13034652,0,0,0,0,0,0,0
Vicia disperma,DC.,http://www.tropicos.org/Name/13034731,0,0,0,0,0,0,0
Vicia lutea,L.,http://www.tropicos.org/Name/13034867,0,0,0,0,0,0,0
Vicia sativa,L.,http://www.tropicos.org/Name/13035020,0,1,0,0,0,0,0
Vicia villosa,Roth,http://www.tropicos.org/Name/13035110,0,1,0,0,0,0,0
Vigna hosei,(Craib) Backer,http://www.tropicos.org/Name/13040438,0,0,0,0,0,0,0
Vigna mungo,(L.) Hepper,http://www.tropicos.org/Name/13040503,0,0,0,0,0,0,0
Viguiera dentata,(Cav.) Spreng.,http://www.tropicos.org/Name/2701571,0,0,0,0,0,0,0
Vinca major,L.,http://www.tropicos.org/Name/1802523,0,0,0,0,0,0,0
Vinca minor,L.,http://www.tropicos.org/Name/1800053,0,0,0,0,0,0,0
Viola arvensis,Murray,http://www.tropicos.org/Name/33800006,0,0,0,0,0,0,0
Viola odorata,L.,http://www.tropicos.org/Name/33800067,0,1,0,0,0,0,0
Viola tricolor,L.,http://www.tropicos.org/Name/33800045,0,0,0,0,0,0,0
Vitex trifolia,L.,http://www.tropicos.org/Name/33700719,0,0,0,0,0,0,0
Vitis aestivalis,Michx.,http://www.tropicos.org/Name/34000010,0,0,0,0,0,0,0
Vitis nodosa,(Blume) Miq.,http://www.tropicos.org/Name/34000832,0,0,0,0,0,0,0
Vitis rotundifolia,Michx.,http://www.tropicos.org/Name/34000024,0,0,0,0,0,0,0
Vitis vulpina,L.,http://www.tropicos.org/Name/34000027,0,0,0,0,0,0,0
Washingtonia filifera,(Linden ex André) H. Wendl. ex de Bary,http://www.tropicos.org/Name/50311670,0,0,0,0,0,1,-1
Washingtonia robusta,H. Wendl.,http://www.tropicos.org/Name/2400869,0,0,0,0,0,1,-1
Wigandia urens,(Ruiz & Pav.) Kunth,http://www.tropicos.org/Name/16200238,0,0,0,0,0,0,0
Xanthium spinosum,L.,http://www.tropicos.org/Name/2703486,0,0,0,0,0,0,0
Xanthium strumarium,L.,http://www.tropicos.org/Name/2701585,0,0,0,0,0,0,0
Xanthium strumarium,L.,http://www.tropicos.org/Name/2701585,0,1,0,0,1,0,0
Xanthosoma robustum,Schott,http://www.tropicos.org/Name/2104679,0,0,0,0,0,0,0
Xanthosoma sagittifolium,(L.) Schott,http://www.tropicos.org/Name/2106169,0,1,0,0,0,0,0
Youngia japonica,(L.) DC.,http://www.tropicos.org/Name/2703490,0,0,0,0,0,0,0
Yucca aloifolia,L.,http://www.tropicos.org/Name/18401411,0,1,0,0,0,1,-1
Yucca filamentosa,L.,http://www.tropicos.org/Name/18401434,0,0,0,0,0,0,0
Yucca gloriosa,L.,http://www.tropicos.org/Name/18400396,0,0,0,0,1,0,0
Zantedeschia aethiopica,(L.) Spreng.,http://www.tropicos.org/Name/2104736,0,1,0,0,0,0,0
Zea mays,L.,http://www.tropicos.org/Name/25510055,1,0,1,0,1,1,-1
Zephyranthes atamasco,(L.) Herb.,http://www.tropicos.org/Name/1200420,0,0,0,0,0,1,-1
Zingiber officinale,Roscoe,http://www.tropicos.org/Name/34500018,0,0,0,0,0,1,-1
Zinnia peruviana,(L.) L.,http://www.tropicos.org/Name/2703505,1,0,0,0,0,1,-1
Zizania aquatica,L.,http://www.tropicos.org/Name/25511592,0,0,0,0,0,0,0
Ziziphus mauritiana,Lam.,http://www.tropicos.org/Name/27500741,1,0,1,0,0,0,0
Ziziphus mucronata,Willd.,http://www.tropicos.org/Name/27500879,0,0,0,0,0,0,0
Zostera marina,L.,http://www.tropicos.org/Name/26300137,0,0,0,0,0,0,0
Zoysia japonica,Steud.,http://www.tropicos.org/Name/25535556,0,0,0,0,0,1,-1
Zygophyllum fabago,L.,http://www.tropicos.org/Name/34600018,0,0,0,0,0,0,0
