acceptedname,authority,uri,AI,BM,KY,MS,VG,TC,TC_discrep
Elatine triandra,Schkuhr,http://www.tropicos.org/Name/11800001,0,0,0,0,0,0,0
Eleocharis acicularis,(L.) Roem. & Schult.,http://www.tropicos.org/Name/9900077,0,0,0,0,0,0,0
Eleocharis cellulosa,Torr.,http://www.tropicos.org/Name/9904479,0,1,0,0,0,1,0
Eleocharis geniculata,(L.) Roem. & Schult.,http://www.tropicos.org/Name/9900349,1,1,0,0,1,0,1
Eleocharis interstincta,(Vahl) Roem. & Schult.,http://www.tropicos.org/Name/9901879,0,1,1,0,0,0,0
Eleocharis mutata,(L.) Roem. & Schult.,http://www.tropicos.org/Name/9901891,1,0,0,1,0,0,0
Eleocharis parvula,"(Roem. & Schult.) Link ex Bluff, Nees & Schauer",http://www.tropicos.org/Name/9901904,0,0,0,0,0,0,0
Eleocharis retroflexa,(Poir.) Urb.,http://www.tropicos.org/Name/9901911,0,0,0,1,0,0,0
Elephantopus mollis,Kunth,http://www.tropicos.org/Name/2700684,1,0,0,1,1,0,0
Elephantopus tomentosus,L.,http://www.tropicos.org/Name/2705495,0,0,0,0,0,0,0
Eleusine indica,(L.) Gaertn.,http://www.tropicos.org/Name/25509536,1,1,1,1,1,1,0
Elodea canadensis,Michx.,http://www.tropicos.org/Name/16100003,0,0,0,0,0,1,-1
Elsholtzia ciliata,(Thunb.) Hyl.,http://www.tropicos.org/Name/17600059,0,0,0,0,0,0,0
Emilia coccinea,(Sims) G. Don,http://www.tropicos.org/Name/2702410,0,0,0,0,0,0,0
Emilia fosbergii,Nicolson,http://www.tropicos.org/Name/2702411,1,0,1,1,0,0,0
Emilia sonchifolia,(L.) DC.,http://www.tropicos.org/Name/2702414,0,0,0,0,0,0,0
Enterolobium contortisiliquum,(Vell.) Morong,http://www.tropicos.org/Name/13009185,0,0,0,0,0,0,0
Epilobium ciliatum,Raf.,http://www.tropicos.org/Name/23200033,0,0,0,0,0,0,0
Epiphyllum phyllanthus,(L.) Haw.,http://www.tropicos.org/Name/5100469,0,0,0,0,0,1,-1
Epipremnum pinnatum,(L.) Engl.,http://www.tropicos.org/Name/2102752,0,0,0,0,0,0,0
Equisetum arvense,L.,http://www.tropicos.org/Name/26602003,0,0,0,0,0,0,0
Equisetum hyemale,L.,http://www.tropicos.org/Name/26600161,0,0,0,0,0,0,0
Equisetum ramosissimum,Desf.,http://www.tropicos.org/Name/26600163,0,0,0,0,0,0,0
Eragrostis airoides,Nees,http://www.tropicos.org/Name/25517335,0,0,0,0,0,0,0
Eragrostis amabilis,(L.) Wight & Arn.,http://www.tropicos.org/Name/50305747,0,0,1,1,0,0,0
Eragrostis atrovirens,(Desf.) Trin. ex Steud.,http://www.tropicos.org/Name/25511967,0,0,0,0,0,0,0
Eragrostis lugens,Nees,http://www.tropicos.org/Name/25511992,0,0,0,0,0,0,0
Eragrostis mexicana,(Hornem.) Link,http://www.tropicos.org/Name/25511995,0,0,0,0,0,0,0
Eragrostis minor,Host,http://www.tropicos.org/Name/25511023,0,1,0,0,0,0,0
Eragrostis superba,Peyr.,http://www.tropicos.org/Name/25511031,0,0,0,0,0,0,0
Eremopyrum triticeum,(Gaertn.) Nevski,http://www.tropicos.org/Name/25511044,0,0,0,0,0,0,0
Erigeron karvinskianus,DC.,http://www.tropicos.org/Name/2711682,0,0,0,0,0,0,0
Erigeron philadelphicus,L.,http://www.tropicos.org/Name/2700726,0,1,0,0,0,0,0
Erigeron strigosus,Muhl. ex Willd.,http://www.tropicos.org/Name/2702455,0,0,0,0,0,0,0
Eriobotrya japonica,(Thunb.) Lindl.,http://www.tropicos.org/Name/27801732,0,0,0,0,0,0,0
Eriocephalus racemosus,L.,http://www.tropicos.org/Name/2720225,0,0,0,0,0,0,0
Eriochloa meyeriana,(Nees) Pilg.,http://www.tropicos.org/Name/25523328,0,0,0,0,0,0,0
Eriochloa polystachya,Kunth,http://www.tropicos.org/Name/25512025,0,0,0,0,0,0,0
Eruca vesicaria,(L.) Cav.,http://www.tropicos.org/Name/4100461,0,0,0,0,0,0,0
Eryngium campestre,L.,http://www.tropicos.org/Name/1700078,0,0,0,0,0,0,0
Eryngium foetidum,L.,http://www.tropicos.org/Name/1700080,0,0,0,0,0,0,0
Erysimum repandum,L.,http://www.tropicos.org/Name/4100174,0,0,0,0,0,0,0
Erythrostemon gilliesii,"(Wall. ex Hook.) Link, Klotzsch & Otto",http://www.tropicos.org/Name/13045259,0,0,0,0,0,1,-1
Erythroxylum coca,Lam.,http://www.tropicos.org/Name/12500004,0,0,0,0,0,0,0
Eschscholzia californica,Cham.,http://www.tropicos.org/Name/24000077,0,0,0,0,0,0,0
Eucalyptus botryoides,Sm.,http://www.tropicos.org/Name/22103293,0,0,0,0,0,0,0
Eucalyptus camaldulensis,Dehnh.,http://www.tropicos.org/Name/22101716,0,0,0,0,0,0,0
Eucalyptus globulus,Labill.,http://www.tropicos.org/Name/22101717,0,1,0,0,0,0,0
Eucalyptus polyanthemos,Schauer,http://www.tropicos.org/Name/22101718,0,1,0,0,0,0,0
Eucalyptus saligna,Sm.,http://www.tropicos.org/Name/22102181,0,1,0,0,0,0,0
Eucalyptus tereticornis,Sm.,http://www.tropicos.org/Name/22101719,0,0,0,0,0,0,0
Eugenia uniflora,L.,http://www.tropicos.org/Name/22101634,1,1,1,1,0,1,-1
Euphorbia chamaesyce,L.,http://www.tropicos.org/Name/12803497,1,0,0,0,0,0,0
Euphorbia cotinifolia,L.,http://www.tropicos.org/Name/12802562,0,0,1,1,0,0,0
Euphorbia cyparissias,L.,http://www.tropicos.org/Name/12802075,0,0,0,0,0,0,0
Euphorbia dentata,Michx.,http://www.tropicos.org/Name/12800031,0,0,0,0,0,0,0
Euphorbia esula,L.,http://www.tropicos.org/Name/12802082,0,0,0,0,0,0,0
Euphorbia heterophylla,L.,http://www.tropicos.org/Name/12800154,1,1,1,1,1,0,1
Euphorbia hirta,L.,http://www.tropicos.org/Name/12800155,1,0,1,1,1,0,1
Euphorbia humifusa,Willd.,http://www.tropicos.org/Name/12805572,0,0,0,0,0,0,0
Euphorbia hypericifolia,L.,http://www.tropicos.org/Name/12800157,1,1,1,0,1,1,0
Euphorbia hyssopifolia,L.,http://www.tropicos.org/Name/12800034,0,1,1,0,0,0,1
Euphorbia lactea,Haw.,http://www.tropicos.org/Name/12805115,0,0,0,0,0,1,-1
Euphorbia lathyris,L.,http://www.tropicos.org/Name/12800159,0,0,0,0,0,1,-1
Euphorbia leucocephala,Lotsy,http://www.tropicos.org/Name/12802564,0,0,0,0,0,0,0
Euphorbia leuconeura,Boiss.,http://www.tropicos.org/Name/12803984,0,0,0,0,0,0,0
Euphorbia maculata,L.,http://www.tropicos.org/Name/12803488,0,1,0,0,0,1,-1
Euphorbia milii,Des Moul.,http://www.tropicos.org/Name/12800162,0,1,1,0,1,0,0
Euphorbia nutans,Lag.,http://www.tropicos.org/Name/12800167,0,1,0,0,0,0,0
Euphorbia oerstediana,(Klotzsch & Garcke) Boiss.,http://www.tropicos.org/Name/12801347,1,0,0,0,0,0,0
Euphorbia peplus,L.,http://www.tropicos.org/Name/12800171,0,1,0,0,0,0,0
Euphorbia segetalis,L.,http://www.tropicos.org/Name/12802161,0,0,0,0,0,0,0
Euphorbia serpens,Kunth,http://www.tropicos.org/Name/12802287,0,1,1,0,1,0,0
Euphorbia thymifolia,L.,http://www.tropicos.org/Name/12802290,0,0,0,0,0,0,0
Euphorbia tirucalli,L.,http://www.tropicos.org/Name/12800056,0,0,0,0,0,1,-1
Fagopyrum esculentum,Moench,http://www.tropicos.org/Name/26000158,0,1,0,0,0,0,0
Fagus grandifolia,Ehrh.,http://www.tropicos.org/Name/13100023,0,0,0,0,0,0,0
Falcataria moluccana,(Miq.) Barneby & J.W. Grimes,http://www.tropicos.org/Name/50096084,0,0,0,0,0,0,0
Ferula communis,L.,http://www.tropicos.org/Name/1700089,0,0,0,0,0,0,0
Festuca rubra,L.,http://www.tropicos.org/Name/25509643,0,0,0,0,1,0,0
Ficus altissima,Blume,http://www.tropicos.org/Name/50064846,0,1,0,0,0,0,0
Ficus benghalensis,L.,http://www.tropicos.org/Name/21300597,0,1,0,0,0,0,0
Ficus benjamina,L.,http://www.tropicos.org/Name/21300598,0,0,0,0,0,1,-1
Ficus carica,L.,http://www.tropicos.org/Name/21302044,0,1,0,0,0,0,0
Ficus elastica,Roxb. ex Hornem.,http://www.tropicos.org/Name/21302161,0,0,0,0,0,1,-1
Ficus microcarpa,L. f.,http://www.tropicos.org/Name/21300462,0,0,0,0,0,1,-1
Ficus nota,(Blanco) Merr.,http://www.tropicos.org/Name/50183732,0,0,0,0,0,0,0
Ficus pumila,L.,http://www.tropicos.org/Name/21301146,1,1,0,0,0,1,-1
Ficus religiosa,L.,http://www.tropicos.org/Name/21301272,0,0,0,0,0,0,0
Ficus retusa,L.,http://www.tropicos.org/Name/21300612,0,1,0,0,0,0,0
Filicium decipiens,(Wight & Arn.) Thwaites,http://www.tropicos.org/Name/28600564,0,0,0,0,0,0,0
Fimbristylis aestivalis,(Retz.) Vahl,http://www.tropicos.org/Name/9905445,0,0,0,0,0,0,0
Fimbristylis dichotoma,(L.) Vahl,http://www.tropicos.org/Name/9900369,0,0,0,1,1,0,0
Fimbristylis littoralis,Gaudich.,http://www.tropicos.org/Name/9904556,0,0,0,0,0,0,0
Fimbristylis schoenoides,(Retz.) Vahl,http://www.tropicos.org/Name/9901943,0,0,0,0,0,0,0
Flacourtia indica,(Burm. f.) Merr.,http://www.tropicos.org/Name/13200005,0,0,0,0,0,1,-1
Flemingia macrophylla,(Willd.) Kuntze ex Merr.,http://www.tropicos.org/Name/13050921,0,0,0,0,0,0,0
Flemingia strobilifera,(L.) R. Br.,http://www.tropicos.org/Name/13048332,0,0,0,0,0,0,0
Flemingia strobilifera,(L.) W.T. Aiton,TNRS,0,0,0,0,0,0,0
Flindersia brayleyana,F. Muell.,TNRS,0,0,0,0,0,0,0
Foeniculum vulgare,Mill.,http://www.tropicos.org/Name/1700130,0,1,0,0,1,0,0
Fragaria vesca,L.,http://www.tropicos.org/Name/27800061,0,0,0,0,0,0,0
Fraxinus americana,L.,http://www.tropicos.org/Name/23000132,0,0,0,0,0,0,0
Fraxinus angustifolia,Vahl,http://www.tropicos.org/Name/23000337,0,1,0,0,0,0,0
Fraxinus caroliniana,Mill.,http://www.tropicos.org/Name/23000136,0,0,0,0,0,0,0
Fraxinus ornus,L.,http://www.tropicos.org/Name/23000369,0,0,0,0,0,0,0
Fraxinus pennsylvanica,Marshall,http://www.tropicos.org/Name/23000144,0,0,0,0,0,0,0
Fraxinus uhdei,(Wenz.) Lingelsh.,http://www.tropicos.org/Name/23000317,0,0,0,0,0,0,0
Freesia leichtlinii,Klatt,http://www.tropicos.org/Name/16600037,0,1,0,0,0,0,0
Fuchsia boliviana,Carrière,http://www.tropicos.org/Name/23200053,0,0,0,0,0,0,0
Fuchsia magellanica,Lam.,http://www.tropicos.org/Name/23200469,0,0,0,0,0,0,0
Fuchsia paniculata,Lindl.,http://www.tropicos.org/Name/23200080,0,0,0,0,0,0,0
Fuirena umbellata,Rottb.,http://www.tropicos.org/Name/9901189,0,0,0,0,0,0,0
Fumaria agraria,Lag.,http://www.tropicos.org/Name/24000015,0,0,0,0,0,0,0
Fumaria capreolata,L.,http://www.tropicos.org/Name/24000196,0,1,0,0,0,0,0
Fumaria officinalis,L.,http://www.tropicos.org/Name/24000018,0,1,0,0,0,0,0
Fumaria vaillantii,Loisel.,http://www.tropicos.org/Name/24000329,0,0,0,0,0,0,0
Furcraea foetida,(L.) Haw.,http://www.tropicos.org/Name/1201374,0,0,0,0,0,0,0
Gaillardia pulchella,Foug.,http://www.tropicos.org/Name/2700783,0,0,0,0,0,1,-1
Galinsoga parviflora,Cav.,http://www.tropicos.org/Name/2700792,0,1,0,0,0,0,0
Galium aparine,L.,http://www.tropicos.org/Name/27900076,0,1,0,0,0,0,0
Gamochaeta pensylvanica,(Willd.) Cabrera,http://www.tropicos.org/Name/2741316,0,0,0,0,0,0,0
Gamochaeta purpurea,(L.) Cabrera,http://www.tropicos.org/Name/2710240,0,0,0,0,0,0,0
Gaultheria shallon,Pursh,http://www.tropicos.org/Name/12302442,0,0,0,0,0,0,0
Genista canariensis,L.,http://www.tropicos.org/Name/13019251,0,1,0,0,0,0,0
Geranium carolinianum,L.,http://www.tropicos.org/Name/13900010,0,1,0,0,0,0,0
Geranium dissectum,L.,http://www.tropicos.org/Name/13900012,0,0,0,0,0,0,0
Geranium maculatum,L.,http://www.tropicos.org/Name/13900149,0,0,0,0,0,0,0
Geranium molle,L.,http://www.tropicos.org/Name/13900016,0,0,0,0,0,0,0
Geranium purpureum,Vill.,http://www.tropicos.org/Name/13900045,0,0,0,0,0,0,0
Geranium robertianum,L.,http://www.tropicos.org/Name/13900019,0,1,0,0,0,0,0
Geranium rotundifolium,L.,http://www.tropicos.org/Name/13900020,0,0,0,0,0,0,0
Geum urbanum,L.,http://www.tropicos.org/Name/27800074,0,0,0,0,0,0,0
Gladiolus cardinalis,Curtis,http://www.tropicos.org/Name/16601569,0,0,0,0,0,0,0
Gladiolus communis,L.,http://www.tropicos.org/Name/16602058,0,0,0,0,0,0,0
Gladiolus undulatus,L.,http://www.tropicos.org/Name/16601766,0,0,0,0,0,0,0
Glaucium flavum,Crantz,http://www.tropicos.org/Name/24000091,0,0,0,0,0,0,0
Gleditsia triacanthos,L.,http://www.tropicos.org/Name/13001001,0,0,0,0,0,0,0
Glinus lotoides,L.,http://www.tropicos.org/Name/700231,0,0,0,0,0,0,0
Gloriosa superba,L.,http://www.tropicos.org/Name/18400626,0,0,0,0,0,1,-1
Glyceria maxima,(Hartm.) Holmb.,http://www.tropicos.org/Name/25511139,0,0,0,0,0,0,0
Glyceria striata,(Lam.) Hitchc.,http://www.tropicos.org/Name/25509674,0,0,0,0,0,0,0
Gmelina arborea,Roxb. ex Sm.,http://www.tropicos.org/Name/33703046,0,0,0,0,0,0,0
Gmelina asiatica,L.,http://www.tropicos.org/Name/33702203,0,0,0,0,0,0,0
Gnaphalium polycaulon,Pers.,http://www.tropicos.org/Name/2718978,0,0,0,0,0,0,0
Goeppertia picturata,(K. Koch & Linden) Borchs. & S. Suárez,http://www.tropicos.org/Name/100381339,0,0,0,0,0,0,0
Gomphrena globosa,L.,http://www.tropicos.org/Name/1100451,0,0,0,0,0,0,0
Gossypium hirsutum,L.,http://www.tropicos.org/Name/19600941,1,1,1,1,1,1,0
Grevillea banksii,R. Br.,http://www.tropicos.org/Name/26500829,0,0,0,0,0,0,0
Grevillea robusta,A. Cunn. ex R. Br.,http://www.tropicos.org/Name/26500116,0,0,0,0,0,0,0
Grewia asiatica,L.,http://www.tropicos.org/Name/32200366,0,0,0,0,0,0,0
Grewia caffra,Meisn.,http://www.tropicos.org/Name/32200395,0,0,0,0,0,0,0
Guaiacum officinale,L.,http://www.tropicos.org/Name/34600253,0,0,0,0,0,1,-1
Guazuma ulmifolia,Lam.,http://www.tropicos.org/Name/30400486,1,0,0,1,1,0,0
Guettarda speciosa,L.,http://www.tropicos.org/Name/27904877,0,0,0,0,0,0,0
Gynandropsis gynandra,(L.) Briq.,http://www.tropicos.org/Name/5900011,0,0,0,0,0,1,-1
Gypsophila paniculata,L.,http://www.tropicos.org/Name/6301547,0,0,0,0,0,0,0
Haematoxylum campechianum,L.,http://www.tropicos.org/Name/13019908,1,1,1,1,1,1,-1
Halophila stipulacea,(Forssk.) Asch.,http://www.tropicos.org/Name/16100022,0,0,0,0,0,0,0
Hamamelis virginiana,L.,http://www.tropicos.org/Name/15100007,0,0,0,0,0,0,0
Hebe speciosa,(R. Cunn. ex A. Cunn.) Andersen,http://www.tropicos.org/Name/29200990,0,0,0,0,0,0,0
Hedera helix,L.,http://www.tropicos.org/Name/2200015,0,1,0,0,0,0,0
Hedychium coccineum,Buch.-Ham. ex Sm.,http://www.tropicos.org/Name/34500313,0,0,0,0,0,0,0
Hedychium coronarium,J. Koenig,http://www.tropicos.org/Name/34500026,0,0,0,0,0,1,-1
Hedychium flavescens,Carey ex Roscoe,http://www.tropicos.org/Name/34500124,0,0,0,0,0,0,0
Hedychium gardnerianum,Sheppard ex Ker Gawl.,http://www.tropicos.org/Name/100201790,0,0,0,0,0,0,0
Heimia salicifolia,Link,http://www.tropicos.org/Name/19200241,0,0,0,0,0,0,0
Helianthus annuus,L.,http://www.tropicos.org/Name/2700851,0,0,0,0,0,1,-1
Helianthus debilis,Nutt.,http://www.tropicos.org/Name/2700854,0,1,0,0,0,0,0
Helianthus tuberosus,L.,http://www.tropicos.org/Name/2700862,0,0,0,0,0,0,0
Heliconia bihai,(L.) L.,http://www.tropicos.org/Name/21500005,0,0,0,0,0,0,0
Heliconia latispatha,Benth.,http://www.tropicos.org/Name/21500070,0,0,0,0,0,0,0
Heliconia metallica,Planch. & Linden ex Hook.,http://www.tropicos.org/Name/21500078,0,0,0,0,0,0,0
Heliconia psittacorum,L. f.,http://www.tropicos.org/Name/21500056,0,0,0,0,0,1,-1
Heliocarpus popayanensis,Kunth,http://www.tropicos.org/Name/32200105,0,0,0,0,0,0,0
Heliotropium amplexicaule,Vahl,http://www.tropicos.org/Name/4000437,0,0,0,0,0,0,0
Heliotropium curassavicum,L.,http://www.tropicos.org/Name/4000125,1,1,1,0,1,1,0
Heliotropium europaeum,L.,http://www.tropicos.org/Name/4000967,0,0,0,0,0,0,0
Heliotropium indicum,L.,http://www.tropicos.org/Name/4000972,1,0,1,1,1,1,-1
Hellenia speciosa,(J. Koenig) Govaerts,http://www.tropicos.org/Name/100394859,0,0,0,0,0,0,0
Heracleum sphondylium,L.,http://www.tropicos.org/Name/1700138,0,0,0,0,0,0,0
Heteranthera reniformis,Ruiz & Pav.,http://www.tropicos.org/Name/26100022,0,0,0,0,0,0,0
Heteropogon contortus,(L.) P. Beauv. ex Roem. & Schult.,http://www.tropicos.org/Name/25509691,0,0,0,0,0,0,0
Heterotis rotundifolia,(Sm.) Jacq.-Fél.,http://www.tropicos.org/Name/20303136,0,0,0,0,0,0,0
Hibiscus diversifolius,Jacq.,http://www.tropicos.org/Name/19600393,0,0,0,0,0,0,0
Hibiscus mutabilis,L.,http://www.tropicos.org/Name/19600166,0,1,0,0,0,0,0
Hibiscus rosa-sinensis,L.,http://www.tropicos.org/Name/19600046,0,0,0,1,1,1,-1
Hibiscus sabdariffa,L.,http://www.tropicos.org/Name/19600047,1,0,0,0,0,1,-1
Hibiscus syriacus,L.,http://www.tropicos.org/Name/19600996,0,1,0,0,0,0,0
Hibiscus trionum,L.,http://www.tropicos.org/Name/19600999,0,0,0,0,0,0,0
Holcus lanatus,L.,http://www.tropicos.org/Name/25509697,0,0,0,0,0,0,0
Holcus mollis,L.,http://www.tropicos.org/Name/25511159,0,0,0,0,0,0,0
Hordeum brachyantherum,Nevski,http://www.tropicos.org/Name/25509698,0,0,0,0,0,0,0
Hordeum bulbosum,L.,http://www.tropicos.org/Name/25509701,0,0,0,0,0,0,0
Hordeum jubatum,L.,http://www.tropicos.org/Name/25509703,0,0,0,0,0,0,0
Hordeum murinum,L.,http://www.tropicos.org/Name/25511183,0,0,0,0,0,0,0
Hordeum pusillum,Nutt.,http://www.tropicos.org/Name/25516174,0,1,0,0,0,0,0
Hordeum secalinum,Schreb.,http://www.tropicos.org/Name/25511190,0,0,0,0,0,0,0
Hordeum vulgare,L.,http://www.tropicos.org/Name/25509707,0,1,0,0,0,0,0
Hovenia dulcis,Thunb.,http://www.tropicos.org/Name/27500165,0,0,0,0,0,0,0
Hoya australis,R. Br. ex J. Traill,http://www.tropicos.org/Name/2601468,0,0,0,0,0,0,0
Humulus lupulus,L.,http://www.tropicos.org/Name/21302043,0,0,0,0,0,0,0
Hura crepitans,L.,http://www.tropicos.org/Name/12800195,1,0,0,0,0,1,-1
Hydrilla verticillata,(L. f.) Royle,http://www.tropicos.org/Name/16100005,0,0,0,0,0,0,0
Hydrocleys nymphoides,(Willd.) Buchenau,http://www.tropicos.org/Name/4800011,0,0,0,0,0,1,-1
Hydrocotyle bonariensis,Lam.,http://www.tropicos.org/Name/1702251,0,0,0,0,0,1,-1
Hydrocotyle sibthorpioides,Lam.,http://www.tropicos.org/Name/1700146,0,0,0,0,0,0,0
Hydrocotyle umbellata,L.,http://www.tropicos.org/Name/1700824,0,0,0,0,0,0,0
Hydrocotyle verticillata,Thunb.,http://www.tropicos.org/Name/1700825,0,1,0,0,0,0,0
Hydrolea spinosa,L.,http://www.tropicos.org/Name/16200080,0,0,0,0,0,0,0
Hylocereus costaricensis,(F.A.C. Weber) Britton & Rose,http://www.tropicos.org/Name/5100525,0,0,0,0,0,0,0
Hylocereus undatus,(Haw.) Britton & Rose,http://www.tropicos.org/Name/5101084,0,1,0,0,0,1,-1
Hymenachne amplexicaulis,(Rudge) Nees,http://www.tropicos.org/Name/25513369,0,0,0,0,0,0,0
Hyoscyamus niger,L.,http://www.tropicos.org/Name/29602501,0,0,0,0,0,0,0
Hyparrhenia hirta,(L.) Stapf,http://www.tropicos.org/Name/25509711,0,0,0,0,0,0,0
Hyparrhenia rufa,(Nees) Stapf,http://www.tropicos.org/Name/25511197,0,0,0,0,0,0,0
Hypericum calycinum,L.,http://www.tropicos.org/Name/7800695,0,0,0,0,0,0,0
Hypericum perforatum,L.,http://www.tropicos.org/Name/7800012,0,0,0,0,0,0,0
Hypochaeris glabra,L.,http://www.tropicos.org/Name/2700924,0,0,0,0,0,0,0
Hypochaeris radicata,L.,http://www.tropicos.org/Name/2700929,0,0,0,0,0,0,0
Hypoestes phyllostachya,Baker,http://www.tropicos.org/Name/102589,0,0,0,0,0,0,0
Hyptis brevipes,Poit.,http://www.tropicos.org/Name/17601971,0,0,0,0,0,0,0
Hyptis capitata,Jacq.,http://www.tropicos.org/Name/17601466,1,0,0,1,1,0,0
Hyptis lanceolata,Poir.,http://www.tropicos.org/Name/17600954,0,0,0,0,0,0,0
Iberis amara,L.,http://www.tropicos.org/Name/4101312,0,0,0,0,0,0,0
Iberis semperflorens,L.,http://www.tropicos.org/Name/4103206,0,0,0,0,0,0,0
Iberis sempervirens,L.,http://www.tropicos.org/Name/4100191,0,0,0,0,0,0,0
Ilex aquifolium,L.,http://www.tropicos.org/Name/2000383,0,0,0,0,0,0,0
Ilex cassine,L.,http://www.tropicos.org/Name/2000321,0,0,0,0,0,0,0
Ilex paraguariensis,A. St.-Hil.,http://www.tropicos.org/Name/2000339,0,0,0,0,0,0,0
Ilex vomitoria,Aiton,http://www.tropicos.org/Name/2000244,0,1,0,0,0,0,0
Impatiens balsamina,L.,http://www.tropicos.org/Name/3100102,0,0,0,0,0,0,0
Impatiens capensis,Meerb.,http://www.tropicos.org/Name/3100006,0,0,0,0,0,0,0
Impatiens glandulifera,Royle,http://www.tropicos.org/Name/3100049,0,0,0,0,0,0,0
Impatiens noli-tangere,L.,http://www.tropicos.org/Name/3100025,0,0,0,0,0,0,0
Impatiens sodenii,Engl. & Warb.,http://www.tropicos.org/Name/3100037,0,0,0,0,0,0,0
Impatiens walleriana,Hook. f.,http://www.tropicos.org/Name/3100092,0,0,0,0,0,0,0
Imperata brasiliensis,Trin.,http://www.tropicos.org/Name/25512103,0,1,0,0,0,0,0
Indigofera hirsuta,L.,http://www.tropicos.org/Name/13020821,0,0,0,0,0,0,0
Indigofera jamaicensis,Spreng.,http://www.tropicos.org/Name/13020840,0,0,0,0,0,0,0
Indigofera spicata,Forssk.,http://www.tropicos.org/Name/13021056,0,0,0,0,0,0,0
Indigofera suffruticosa,Mill.,http://www.tropicos.org/Name/13021076,1,1,0,1,1,1,-1
Indigofera tinctoria,L.,http://www.tropicos.org/Name/13006096,1,0,1,1,1,1,0
Ipomoea alba,L.,http://www.tropicos.org/Name/8500717,0,1,0,0,0,1,-1
Ipomoea aquatica,Forssk.,http://www.tropicos.org/Name/8500040,0,0,0,0,0,1,-1
Ipomoea batatas,(L.) Lam.,http://www.tropicos.org/Name/8500721,1,0,1,0,0,1,-1
Ipomoea cairica,(L.) Sweet,http://www.tropicos.org/Name/8501793,0,0,0,0,0,0,0
Ipomoea carnea,Jacq.,http://www.tropicos.org/Name/8500043,0,0,0,1,0,0,0
Ipomoea hederacea,Jacq.,http://www.tropicos.org/Name/8500992,0,0,0,1,0,0,0
Ipomoea hederifolia,L.,http://www.tropicos.org/Name/8500049,1,0,0,1,0,0,0
Ipomoea indica,(Burm.) Merr.,http://www.tropicos.org/Name/8500780,0,1,1,1,1,1,-1
Ipomoea lacunosa,L.,http://www.tropicos.org/Name/8501540,0,0,0,0,0,0,0
Ipomoea nil,(L.) Roth,http://www.tropicos.org/Name/8500053,1,0,0,1,0,1,-1
Ipomoea purpurea,(L.) Roth,http://www.tropicos.org/Name/8500061,1,1,0,0,0,0,0
Ipomoea quamoclit,L.,http://www.tropicos.org/Name/8500062,1,0,0,1,0,1,-1
Ipomoea tricolor,Cav.,http://www.tropicos.org/Name/8500482,0,0,0,0,0,0,0
Ipomoea triloba,L.,http://www.tropicos.org/Name/8500753,1,0,1,0,1,1,0
Ipomoea violacea,L.,http://www.tropicos.org/Name/8500757,0,0,1,0,0,1,0
Iresine rhizomatosa,Standl.,http://www.tropicos.org/Name/1100465,0,0,0,0,0,0,0
Iris germanica,L.,http://www.tropicos.org/Name/16600053,0,1,0,0,0,0,0
Iris orientalis,Mill.,http://www.tropicos.org/Name/50125538,0,0,0,0,0,0,0
Isachne globosa,(Thunb.) Kuntze,http://www.tropicos.org/Name/25538092,0,0,0,0,0,0,0
Ischaemum aristatum,L.,http://www.tropicos.org/Name/25531874,0,0,0,0,0,0,0
Ischaemum barbatum,Retz.,http://www.tropicos.org/Name/25538099,0,0,0,0,0,0,0
Ischaemum rugosum,Salisb.,http://www.tropicos.org/Name/25509728,0,0,0,0,0,0,0
Ischaemum timorense,Kunth,http://www.tropicos.org/Name/25517546,0,0,0,0,0,0,0
Jacaranda mimosifolia,D. Don,http://www.tropicos.org/Name/3700578,0,0,0,0,0,0,0
Jacquemontia tamnifolia,(L.) Griseb.,http://www.tropicos.org/Name/8500790,1,0,0,0,0,0,0
Jasione montana,L.,http://www.tropicos.org/Name/5501660,0,0,0,0,0,0,0
Jasminum dichotomum,Vahl,http://www.tropicos.org/Name/23000151,0,0,0,0,0,0,0
Jasminum fluminense,Vell.,http://www.tropicos.org/Name/23000152,1,0,1,0,1,1,0
Jasminum mesnyi,Hance,http://www.tropicos.org/Name/23000154,0,1,0,0,0,0,0
Jasminum sambac,(L.) Aiton,http://www.tropicos.org/Name/23000205,0,1,0,0,0,1,-1
Jatropha curcas,L.,http://www.tropicos.org/Name/12800067,1,0,0,1,0,0,0
Jatropha gossypiifolia,L.,http://www.tropicos.org/Name/12802174,1,0,0,1,1,1,0
Jatropha podagrica,Hook.,http://www.tropicos.org/Name/12800226,0,0,0,0,0,0,0
Juglans cinerea,L.,http://www.tropicos.org/Name/16700001,0,0,0,0,0,0,0
Juglans nigra,L.,http://www.tropicos.org/Name/16700006,0,1,0,0,0,0,0
Juglans regia,L.,http://www.tropicos.org/Name/16700045,0,1,0,0,0,0,0
Juncus acuminatus,Michx.,http://www.tropicos.org/Name/16900024,0,0,0,0,0,0,0
Juncus acutus,L.,http://www.tropicos.org/Name/16900118,0,1,0,0,0,0,0
Juncus arcticus,Willd.,http://www.tropicos.org/Name/16900001,0,0,0,0,0,0,0
Juncus articulatus,L.,http://www.tropicos.org/Name/16900002,0,0,0,0,0,0,0
Juncus bufonius,L.,http://www.tropicos.org/Name/16900004,0,1,0,0,0,0,0
Juncus capillaceus,Lam.,http://www.tropicos.org/Name/16900214,0,0,0,0,0,0,0
